rank,verb,frequency
1,go,14583
2,do,10127
3,have,7535
4,want,7448
5,get,6579
6,know,6134
7,think,6073
8,like,3565
9,see,3512
10,say,3160
11,put,2429
12,look,2429
13,come,2206
14,make,2141
15,eat,1999
16,need,1758
17,take,1545
18,tell,1430
19,play,1284
20,happen,1073
21,give,953
22,remember,875
23,find,856
24,mean,843
25,sit,779
26,fall,698
27,try,694
28,fit,596
29,use,578
30,can,569
31,bring,548
32,help,544
33,work,522
34,talk,493
35,hear,483
36,show,465
37,turn,464
38,call,440
39,run,413
40,stay,413
41,read,390
42,buy,389
43,hurt,383
44,hold,380
45,ask,379
46,open,373
47,feel,368
48,walk,361
49,live,348
50,leave,345
51,guess,325
52,start,323
53,will,318
54,wear,303
55,break,302
56,love,300
57,keep,294
58,drive,289
59,build,287
60,watch,284
61,pick,282
62,sleep,280
63,move,280
64,drink,263
65,forget,260
66,bet,252
67,jump,252
68,let,251
69,wonder,240
70,wait,238
71,fix,237
72,finish,230
73,pretend,226
74,miss,220
75,push,215
76,ride,213
77,catch,203
78,stand,201
79,fly,200
80,cry,196
81,throw,187
82,blow,181
83,begin,180
84,lose,179
85,knock,178
86,sound,177
87,stop,174
88,choose,173
89,sing,167
90,hit,163
91,learn,163
92,hide,160
93,wash,155
94,pull,153
95,draw,152
96,hope,151
97,drop,150
98,grow,147
99,spill,146
100,cut,145
