rank,verb,frequency
1,go,14895
2,want,11306
3,do,7024
4,have,6325
5,get,6046
6,know,4248
7,say,4001
8,like,3728
9,think,3524
10,put,3495
11,see,3464
12,come,1669
13,look,1618
14,play,1497
15,make,1427
16,need,1385
17,eat,1243
18,take,1169
19,find,977
20,sit,817
21,give,788
22,try,757
23,turn,671
24,fall,657
25,love,613
26,tell,544
27,hear,540
28,read,536
29,throw,466
30,open,450
31,fit,434
32,help,405
33,talk,396
34,hold,396
35,show,374
36,pick,364
37,mean,344
38,can,339
39,remember,337
40,draw,323
41,use,311
42,push,300
43,call,298
44,stay,296
45,happen,293
46,blow,290
47,begin,285
48,work,279
49,bring,271
50,drink,265
51,cook,264
52,guess,262
53,leave,262
54,feel,257
55,start,253
56,feed,252
57,let,250
58,stop,241
59,ride,240
60,fix,238
61,move,229
62,walk,228
63,run,228
64,keep,227
65,wear,224
66,sing,224
67,build,216
68,hurt,216
69,pull,208
70,pop,189
71,close,182
72,break,181
73,cry,180
74,drop,180
75,touch,174
76,bet,173
77,sleep,172
78,knock,171
79,jump,170
80,wash,166
81,recognize,165
82,catch,164
83,stand,162
84,roll,161
85,will,160
86,write,160
87,ask,158
88,dance,152
89,miss,147
90,seem,143
91,sound,142
92,hide,133
93,live,128
94,taste,126
95,understand,126
96,forget,121
97,point,120
98,fly,120
99,smell,119
100,learn,119
