rank,verb,frequency
1,go,5273
2,do,4074
3,have,3761
4,know,3285
5,want,3079
6,get,2840
7,think,2792
8,say,1987
9,like,1859
10,see,1693
11,eat,1319
12,look,1183
13,make,1147
14,tell,983
15,come,854
16,put,749
17,play,708
18,happen,574
19,take,568
20,need,497
21,start,461
22,read,435
23,mean,394
24,find,367
25,use,346
26,call,346
27,give,332
28,live,310
29,remember,310
30,try,287
31,stick,272
32,talk,237
33,hear,234
34,sit,232
35,can,227
36,work,223
37,hit,212
38,keep,205
39,feel,199
40,stay,188
41,love,174
42,turn,174
43,help,171
44,bring,166
45,ask,166
46,drink,166
47,fall,164
48,fly,164
49,move,151
50,pick,140
51,grow,138
52,guess,137
53,show,136
54,leave,130
55,run,128
56,sound,127
57,let,125
58,walk,122
59,wear,121
60,build,118
61,open,108
62,finish,106
63,watch,105
64,learn,103
65,drive,101
66,roll,99
67,jump,98
68,wave,97
69,wash,93
70,hold,91
71,will,91
72,wonder,90
73,hurt,89
74,wait,88
75,buy,88
76,touch,88
77,forget,88
78,stop,87
79,end,86
80,lay,84
81,pull,84
82,press,83
83,bet,83
84,push,81
85,brush,78
86,would,75
87,cut,75
88,miss,73
89,scare,73
90,fit,70
91,pretend,70
92,nibble,69
93,count,68
94,paint,68
95,understand,64
96,feed,63
97,hope,62
98,carry,59
99,break,58
100,could,55
