age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
overall,1.4899999999999993,1.3248085422799002e-06,1607773,727902,4556,2620,ok,eng_na,Eng-NA,UD: includes copulas
0-12mo,1.4399999999999995,2.9025784926823406e-05,135499,64624,693,862,ok,eng_na,Eng-NA,UD: includes copulas
12-24mo,1.4799999999999993,1.7291682837845104e-06,326069,111102,1413,1116,ok,eng_na,Eng-NA,UD: includes copulas
24-36mo,1.4499999999999995,2.0528963761818608e-06,507763,238394,2281,1467,ok,eng_na,Eng-NA,UD: includes copulas
36-48mo,1.4399999999999995,1.452958597738057e-06,254344,125222,1940,1249,ok,eng_na,Eng-NA,UD: includes copulas
48-60mo,1.4499999999999995,1.2637928665416073e-06,143539,75877,1471,1076,ok,eng_na,Eng-NA,UD: includes copulas
60-72mo,1.4799999999999993,3.317690984023478e-06,117590,56774,1036,859,ok,eng_na,Eng-NA,UD: includes copulas
72-84mo,1.4699999999999993,1.195627921049875e-06,58898,28202,568,651,ok,eng_na,Eng-NA,UD: includes copulas
84-96mo,1.5499999999999994,1.558215766449572e-06,64071,27707,561,674,ok,eng_na,Eng-NA,UD: includes copulas
