rank,verb,frequency
1,go,16201
2,do,14529
3,have,11150
4,know,10376
5,get,10351
6,think,8268
7,want,7823
8,say,6307
9,see,5402
10,like,5175
11,come,3857
12,put,3539
13,look,3383
14,make,3138
15,tell,2948
16,eat,2847
17,take,2316
18,play,2243
19,need,1673
20,mean,1597
21,happen,1577
22,hear,1506
23,give,1381
24,find,1276
25,remember,1255
26,sit,1118
27,talk,1047
28,can,1041
29,try,877
30,fall,833
31,use,825
32,start,747
33,call,727
34,work,719
35,bring,681
36,leave,669
37,buy,665
38,ask,657
39,will,643
40,help,623
41,keep,604
42,love,599
43,sound,596
44,feel,588
45,turn,575
46,run,568
47,stay,565
48,finish,562
49,read,546
50,watch,525
51,let,518
52,show,508
53,walk,505
54,forget,493
55,wonder,490
56,hurt,484
57,guess,468
58,bet,445
59,pick,435
60,wait,423
61,break,422
62,live,420
63,hold,419
64,fit,404
65,wear,400
66,would,386
67,stop,379
68,open,376
69,move,353
70,write,337
71,drive,328
72,fly,313
73,build,311
74,lose,310
75,throw,309
76,jump,290
77,sleep,289
78,sing,288
79,listen,281
80,drink,279
81,catch,277
82,hope,272
83,could,269
84,haft,265
85,cut,260
86,stand,258
87,pull,257
88,pretend,255
89,win,252
90,cry,249
91,draw,238
92,hit,236
93,miss,227
94,understand,227
95,fix,227
96,taste,226
97,wash,223
98,grow,214
99,learn,206
100,push,204
