rank,verb,frequency
1,be,34640
2,go,9481
3,do,7473
4,have,4728
5,know,4447
6,get,4170
7,think,3728
8,see,3589
9,want,2449
10,say,2350
11,wanna,2203
12,like,2082
13,put,1898
14,look,1696
15,come,1668
16,make,1640
17,eat,1458
18,tell,1202
19,happen,1186
20,take,1115
21,play,994
22,need,727
23,give,687
24,remember,655
25,find,652
26,mean,601
27,try,571
28,fall,539
29,sit,479
30,show,437
31,read,422
32,bring,410
33,talk,404
34,can,397
35,use,394
36,help,393
37,hear,362
38,call,353
39,turn,349
40,work,337
41,run,337
42,ask,291
43,hold,289
44,buy,286
45,hurt,285
46,leave,276
47,walk,275
48,feel,266
49,live,262
50,stay,255
51,break,252
52,fit,249
53,guess,242
54,will,235
55,sleep,225
56,watch,225
57,wear,223
58,start,221
59,build,221
60,open,209
61,finish,209
62,pick,198
63,keep,196
64,jump,190
65,let,188
66,fix,186
67,hafta,185
68,move,182
69,drink,179
70,fly,176
71,wait,176
72,love,171
73,drive,170
74,stand,169
75,bet,169
76,needta,166
77,cut,160
78,cry,160
79,pretend,151
80,catch,151
81,miss,150
82,wonder,149
83,throw,149
84,draw,144
85,push,138
86,sing,138
87,blow,133
88,learn,128
89,hit,127
90,sound,126
91,grow,123
92,lose,120
93,teach,120
94,forget,119
95,pull,116
96,stop,116
97,ride,114
98,wash,114
99,hide,112
100,knock,108
