rank,verb,frequency
1,be,35064
2,go,9912
3,do,5310
4,want,3963
5,get,3896
6,have,3440
7,see,3300
8,wanna,3256
9,say,3009
10,put,2768
11,know,2450
12,like,1951
13,think,1756
14,come,1215
15,look,1123
16,play,1088
17,make,1004
18,take,936
19,eat,796
20,sit,655
21,turn,605
22,find,604
23,need,563
24,read,562
25,try,535
26,give,505
27,tell,445
28,hear,441
29,fall,423
30,throw,408
31,open,355
32,talk,353
33,love,333
34,help,323
35,happen,314
36,hold,286
37,push,278
38,show,244
39,draw,244
40,mean,241
41,pick,232
42,leave,231
43,walk,230
44,fix,222
45,bring,220
46,can,219
47,feel,217
48,stay,209
49,move,207
50,call,206
51,sing,204
52,fit,202
53,work,201
54,close,199
55,let,199
56,build,196
57,pull,195
58,remember,191
59,needta,189
60,drink,186
61,hurt,185
62,cry,184
63,use,181
64,keep,176
65,write,169
66,run,159
67,stand,157
68,touch,154
69,stop,153
70,wear,143
71,break,142
72,roll,140
73,wash,132
74,blow,127
75,finish,125
76,guess,124
77,sleep,123
78,jump,120
79,rid,119
80,will,117
81,miss,115
82,smell,112
83,catch,106
84,sound,105
85,drop,103
86,start,101
87,ride,101
88,bite,98
89,hafta,97
90,wipe,97
91,dance,96
92,climb,95
93,change,95
94,live,94
95,bounce,93
96,watch,90
97,color,90
98,bet,89
99,hide,88
100,hit,88
