rank,verb,frequency
1,be,59647
2,go,15587
3,do,12826
4,have,7339
5,get,5946
6,know,5684
7,see,5648
8,think,5276
9,want,4972
10,put,4297
11,wanna,3971
12,say,3520
13,like,2994
14,look,2675
15,make,2668
16,come,2150
17,take,1895
18,eat,1727
19,play,1661
20,happen,1605
21,tell,1258
22,give,1250
23,need,1210
24,sit,1010
25,fall,1000
26,find,984
27,read,773
28,remember,755
29,talk,679
30,turn,659
31,help,633
32,hold,623
33,mean,608
34,try,599
35,show,583
36,can,563
37,bring,557
38,hurt,550
39,use,534
40,hear,534
41,draw,504
42,wear,495
43,work,485
44,fix,447
45,write,432
46,open,427
47,fit,412
48,sleep,411
49,sing,399
50,cry,391
51,drive,389
52,drink,387
53,leave,382
54,pick,379
55,throw,373
56,break,373
57,let,367
58,buy,353
59,love,349
60,stand,347
61,finish,346
62,wait,341
63,call,340
64,build,336
65,run,333
66,live,326
67,ask,322
68,guess,314
69,move,303
70,feel,303
71,cut,302
72,stay,295
73,will,288
74,push,285
75,jump,265
76,hit,257
77,pull,257
78,watch,254
79,keep,252
80,bet,245
81,catch,240
82,walk,237
83,fly,232
84,start,230
85,needta,224
86,wash,223
87,ride,222
88,hafta,218
89,miss,201
90,blow,201
91,close,199
92,taste,194
93,drop,185
94,bite,184
95,hide,178
96,pretend,169
97,stop,167
98,stick,165
99,feed,160
100,cook,153
