rank,verb,frequency
1,be,8262
2,go,2001
3,do,1321
4,have,1320
5,know,1277
6,get,1120
7,think,829
8,say,815
9,see,724
10,eat,689
11,want,615
12,like,587
13,look,547
14,wanna,483
15,come,405
16,make,395
17,tell,359
18,put,350
19,happen,272
20,play,251
21,read,239
22,take,212
23,stick,187
24,start,175
25,try,170
26,give,169
27,find,165
28,need,149
29,remember,147
30,call,146
31,use,142
32,live,140
33,sit,131
34,mean,129
35,talk,120
36,fly,120
37,drink,119
38,stay,107
39,feel,106
40,work,101
41,hear,95
42,leave,93
43,ask,91
44,keep,88
45,fall,83
46,bring,82
47,run,78
48,pick,77
49,love,75
50,wave,74
51,turn,73
52,help,70
53,build,67
54,can,63
55,let,63
56,guess,62
57,finish,61
58,watch,60
59,buy,54
60,grow,53
61,end,52
62,laugh,47
63,walk,47
64,roll,45
65,open,44
66,jump,44
67,move,43
68,wait,42
69,show,41
70,hafta,40
71,rain,39
72,land,39
73,sound,38
74,scar,38
75,lie,37
76,stop,37
77,drip,36
78,pack,35
79,roar,35
80,miss,34
81,needta,34
82,dig,34
83,hold,33
84,listen,33
85,forget,33
86,nibble,33
87,learn,32
88,wash,32
89,will,32
90,drive,32
91,bet,31
92,fit,31
93,carry,31
94,pull,31
95,taste,30
96,break,30
97,lose,30
98,cut,30
99,throw,28
100,answer,28
