rank,verb,frequency
1,be,1443
2,do,411
3,think,370
4,know,316
5,go,269
6,have,177
7,get,146
8,look,131
9,like,119
10,play,116
11,see,115
12,say,100
13,want,90
14,wanna,83
15,make,73
16,take,62
17,tell,60
18,read,51
19,can,47
20,eat,47
21,happen,44
22,come,36
23,fix,31
24,drive,31
25,pick,29
26,knit,28
27,sew,27
28,catch,26
29,paint,25
30,help,24
31,feed,24
32,put,23
33,try,23
34,deliver,23
35,write,23
36,learn,22
37,use,21
38,talk,20
39,need,19
40,give,19
41,useta,19
42,show,17
43,ask,17
44,win,17
45,could,17
46,wear,16
47,hold,15
48,find,15
49,remember,15
50,chop,15
51,stick,15
52,hafta,14
53,mean,14
54,turn,14
55,hear,13
56,remind,13
57,call,13
58,sit,13
59,start,12
60,needta,12
61,feel,12
62,guess,12
63,let,11
64,live,11
65,bet,11
66,love,11
67,fall,10
68,finish,10
69,pour,10
70,bring,9
71,dust,8
72,buy,8
73,work,8
74,sleep,7
75,matter,7
76,run,7
77,cut,7
78,drink,7
79,taste,7
80,sound,6
81,exercise,6
82,dance,6
83,throw,6
84,walk,6
85,draw,6
86,leave,6
87,open,6
88,stay,5
89,break,5
90,wish,5
91,would,5
92,will,5
93,move,5
94,seem,5
95,knock,5
96,ride,5
97,jump,5
98,keep,5
99,wonder,5
100,fly,5
