rank,verb,frequency
1,be,39676
2,go,10494
3,do,5555
4,want,4202
5,get,4051
6,have,3575
7,wanna,3521
8,see,3513
9,say,3056
10,put,3038
11,know,2580
12,like,1992
13,think,1868
14,look,1355
15,come,1306
16,play,1159
17,make,1058
18,take,1007
19,eat,826
20,sit,688
21,find,651
22,turn,632
23,read,589
24,need,581
25,try,559
26,give,550
27,open,464
28,tell,456
29,fall,450
30,hear,449
31,throw,428
32,talk,369
33,help,347
34,love,343
35,happen,331
36,hold,320
37,push,305
38,fit,264
39,show,263
40,feel,263
41,fix,261
42,mean,246
43,draw,244
44,leave,241
45,bring,237
46,let,233
47,walk,230
48,pick,230
49,call,227
50,stay,226
51,pull,219
52,work,212
53,close,211
54,move,208
55,sing,206
56,hurt,204
57,drink,203
58,can,203
59,s,199
60,remember,199
61,use,198
62,build,197
63,cry,192
64,needta,189
65,keep,181
66,stop,168
67,write,168
68,stand,166
69,wear,164
70,sleep,163
71,touch,162
72,run,160
73,break,152
74,smell,149
75,roll,139
76,finish,139
77,wash,138
78,blow,135
79,guess,126
80,jump,124
81,miss,122
82,rid,117
83,catch,114
84,hafta,113
85,sound,111
86,drop,110
87,will,108
88,ride,107
89,brush,105
90,bite,105
91,clean,103
92,start,102
93,feed,101
94,wipe,100
95,bet,99
96,stick,99
97,change,99
98,climb,95
99,live,95
100,bounce,94
