rank,verb,frequency
1,go,2001
2,do,1321
3,have,1320
4,know,1277
5,get,1120
6,think,829
7,say,815
8,see,724
9,eat,689
10,want,615
11,like,587
12,look,547
13,wanna,483
14,come,405
15,make,395
16,tell,359
17,put,350
18,happen,272
19,play,251
20,read,239
21,take,212
22,stick,187
23,start,175
24,try,170
25,give,169
26,find,165
27,need,149
28,remember,147
29,call,146
30,use,142
31,live,140
32,sit,131
33,mean,129
34,talk,120
35,fly,120
36,drink,119
37,stay,107
38,feel,106
39,work,101
40,hear,95
41,leave,93
42,ask,91
43,keep,88
44,fall,83
45,bring,82
46,run,78
47,pick,77
48,love,75
49,wave,74
50,turn,73
51,help,70
52,build,67
53,can,63
54,let,63
55,guess,62
56,finish,61
57,watch,60
58,buy,54
59,grow,53
60,end,52
61,laugh,47
62,walk,47
63,roll,45
64,open,44
65,jump,44
66,move,43
67,wait,42
68,show,41
69,hafta,40
70,rain,39
71,land,39
72,sound,38
73,scar,38
74,lie,37
75,stop,37
76,drip,36
77,pack,35
78,roar,35
79,miss,34
80,needta,34
81,dig,34
82,hold,33
83,listen,33
84,forget,33
85,nibble,33
86,learn,32
87,wash,32
88,will,32
89,drive,32
90,bet,31
91,fit,31
92,carry,31
93,pull,31
94,taste,30
95,break,30
96,lose,30
97,cut,30
98,throw,28
99,answer,28
100,hurt,28
