rank,verb,frequency
1,go,9468
2,do,7351
3,have,4722
4,know,4442
5,get,4198
6,think,3729
7,see,3584
8,want,2447
9,say,2330
10,wanna,2207
11,like,2007
12,put,1896
13,look,1718
14,come,1673
15,make,1647
16,eat,1439
17,tell,1210
18,happen,1184
19,take,1117
20,play,999
21,need,727
22,give,686
23,find,654
24,remember,653
25,mean,598
26,try,573
27,fall,537
28,sit,478
29,show,439
30,read,416
31,bring,412
32,talk,403
33,use,397
34,help,393
35,call,368
36,hear,361
37,turn,348
38,can,347
39,work,339
40,run,338
41,hold,291
42,ask,289
43,hurt,288
44,buy,287
45,walk,276
46,leave,275
47,feel,269
48,live,264
49,break,260
50,fit,253
51,stay,253
52,guess,242
53,wear,228
54,sleep,226
55,watch,224
56,finish,221
57,build,221
58,start,220
59,will,217
60,open,215
61,pick,198
62,keep,198
63,let,195
64,hafta,190
65,fix,189
66,jump,187
67,move,181
68,wait,176
69,drink,175
70,fly,172
71,drive,171
72,love,171
73,bet,168
74,stand,167
75,needta,165
76,cut,163
77,cry,156
78,miss,153
79,pretend,151
80,wonder,149
81,catch,149
82,throw,149
83,draw,146
84,sing,139
85,push,138
86,forget,137
87,blow,133
88,learn,129
89,hit,127
90,sound,127
91,lose,123
92,grow,120
93,teach,119
94,pull,115
95,stop,115
96,ride,113
97,wash,110
98,knock,108
99,stick,107
100,write,105
