rank,verb,frequency
1,go,10157
2,do,7307
3,have,6263
4,know,6167
5,get,5304
6,say,3929
7,think,3828
8,see,3767
9,want,3415
10,like,2476
11,come,2448
12,wanna,2423
13,eat,2203
14,make,2007
15,look,1882
16,put,1865
17,take,1622
18,tell,1498
19,hear,1140
20,happen,1119
21,play,1020
22,mean,980
23,give,968
24,need,826
25,talk,819
26,find,691
27,remember,684
28,try,667
29,sit,614
30,start,520
31,call,517
32,ask,493
33,use,483
34,read,481
35,can,471
36,leave,451
37,run,431
38,fall,428
39,let,418
40,bring,412
41,finish,408
42,feel,406
43,work,402
44,turn,378
45,stay,376
46,guess,362
47,walk,347
48,buy,345
49,keep,332
50,help,330
51,watch,323
52,love,313
53,pick,307
54,show,303
55,will,302
56,wait,285
57,hold,272
58,stop,266
59,fly,262
60,forget,254
61,hafta,247
62,wear,242
63,hurt,238
64,write,238
65,break,229
66,move,228
67,listen,223
68,build,216
69,cut,215
70,throw,212
71,live,212
72,drink,185
73,sound,179
74,open,179
75,jump,176
76,catch,176
77,grow,175
78,understand,175
79,win,173
80,sing,169
81,taste,168
82,fix,167
83,lose,165
84,sleep,158
85,miss,157
86,hit,157
87,laugh,156
88,bet,146
89,wash,146
90,pull,145
91,cry,143
92,learn,140
93,wonder,139
94,hadta,139
95,stand,139
96,touch,135
97,hope,133
98,drive,132
99,needta,130
100,useta,128
