rank,verb,frequency
1,go,15605
2,do,12704
3,have,7326
4,get,5995
5,know,5702
6,see,5664
7,think,5295
8,want,4986
9,put,4325
10,wanna,3992
11,say,3453
12,like,2919
13,look,2805
14,make,2690
15,come,2176
16,take,1902
17,eat,1729
18,play,1679
19,happen,1598
20,tell,1271
21,give,1251
22,need,1209
23,sit,1006
24,fall,998
25,find,990
26,read,779
27,remember,760
28,talk,678
29,turn,664
30,help,637
31,hold,627
32,try,603
33,mean,601
34,show,593
35,bring,560
36,hurt,552
37,use,535
38,hear,535
39,can,512
40,draw,503
41,wear,500
42,work,479
43,fix,449
44,open,441
45,write,431
46,fit,416
47,sleep,411
48,break,400
49,sing,399
50,drive,398
51,drink,390
52,leave,389
53,cry,386
54,pick,384
55,let,381
56,throw,377
57,call,364
58,finish,356
59,buy,356
60,stand,350
61,love,348
62,wait,339
63,build,336
64,run,332
65,live,326
66,ask,324
67,guess,315
68,feel,311
69,cut,303
70,move,302
71,stay,293
72,push,291
73,will,266
74,hit,261
75,jump,261
76,pull,259
77,watch,255
78,keep,253
79,bet,245
80,catch,240
81,walk,235
82,start,232
83,fly,231
84,needta,228
85,wash,226
86,ride,220
87,hafta,208
88,miss,200
89,blow,199
90,close,198
91,taste,194
92,drop,186
93,bite,180
94,stop,179
95,stick,177
96,pretend,171
97,feed,158
98,forget,156
99,hide,153
100,cook,152
