verb,subject,frequency,rank,total,proportion
go,you,237,1,647,0.366306027820711
go,i,104,2,647,0.160741885625966
go,we,74,3,647,0.1143740340030912
go,it,47,4,647,0.07264296754250386
go,she,34,5,647,0.05255023183925812
go,they,30,6,647,0.04636785162287481
go,he,23,7,647,0.03554868624420402
go,kid,8,8,647,0.012364760432766615
go,what,7,9,647,0.010819165378670788
go,chi,6,10,647,0.00927357032457496
go,who,5,11,647,0.0077279752704791345
go,guy,3,12,647,0.00463678516228748
go,us,3,13,647,0.00463678516228748
go,everybody,3,14,647,0.00463678516228748
go,that,2,15,647,0.0030911901081916537
go,needta,2,16,647,0.0030911901081916537
go,all,2,17,647,0.0030911901081916537
go,camp,2,18,647,0.0030911901081916537
go,voice,2,19,647,0.0030911901081916537
go,bro,2,20,647,0.0030911901081916537
go,sweater,1,21,647,0.0015455950540958269
go,sentence,1,22,647,0.0015455950540958269
go,name,1,23,647,0.0015455950540958269
go,j,1,24,647,0.0015455950540958269
go,one,1,25,647,0.0015455950540958269
go,letter,1,26,647,0.0015455950540958269
go,your,1,27,647,0.0015455950540958269
go,food,1,28,647,0.0015455950540958269
go,someone,1,29,647,0.0015455950540958269
go,hasta,1,30,647,0.0015455950540958269
go,male,1,31,647,0.0015455950540958269
go,nobody,1,32,647,0.0015455950540958269
go,bottle,1,33,647,0.0015455950540958269
go,brain,1,34,647,0.0015455950540958269
go,gopher,1,35,647,0.0015455950540958269
go,thing,1,36,647,0.0015455950540958269
go,mary,1,37,647,0.0015455950540958269
go,feivel,1,38,647,0.0015455950540958269
go,cou,1,39,647,0.0015455950540958269
go,ma,1,40,647,0.0015455950540958269
go,hadta,1,41,647,0.0015455950540958269
go,this,1,42,647,0.0015455950540958269
go,adult,1,43,647,0.0015455950540958269
go,boy,1,44,647,0.0015455950540958269
go,friend,1,45,647,0.0015455950540958269
go,medicine,1,46,647,0.0015455950540958269
go,good,1,47,647,0.0015455950540958269
go,jenny,1,48,647,0.0015455950540958269
go,moon,1,49,647,0.0015455950540958269
go,earth,1,50,647,0.0015455950540958269
go,sun,1,51,647,0.0015455950540958269
go,another,1,52,647,0.0015455950540958269
go,crunch,1,53,647,0.0015455950540958269
go,daddy,1,54,647,0.0015455950540958269
go,rest,1,55,647,0.0015455950540958269
go,school,1,56,647,0.0015455950540958269
go,woman,1,57,647,0.0015455950540958269
go,gyp,1,58,647,0.0015455950540958269
go,mother,1,59,647,0.0015455950540958269
go,gypsy,1,60,647,0.0015455950540958269
go,susan,1,61,647,0.0015455950540958269
go,santas,1,62,647,0.0015455950540958269
go,end,1,63,647,0.0015455950540958269
go,mikey,1,64,647,0.0015455950540958269
go,car,1,65,647,0.0015455950540958269
go,dad,1,66,647,0.0015455950540958269
go,ham,1,67,647,0.0015455950540958269
go,sis,1,68,647,0.0015455950540958269
go,study,1,69,647,0.0015455950540958269
go,girl,1,70,647,0.0015455950540958269
go,baby,1,71,647,0.0015455950540958269
do,you,287,1,611,0.469721767594108
do,i,94,2,611,0.15384615384615385
do,he,51,3,611,0.08346972176759411
do,we,32,4,611,0.05237315875613748
do,they,31,5,611,0.05073649754500818
do,it,25,6,611,0.04091653027823241
do,she,23,7,611,0.03764320785597381
do,chi,7,8,611,0.011456628477905073
do,who,7,9,611,0.011456628477905073
do,what,4,10,611,0.006546644844517185
