rank,verb,frequency
1,go,4018
2,get,2048
3,do,1723
4,see,1368
5,have,1120
6,wanna,1057
7,know,911
8,want,775
9,say,721
10,think,715
11,put,666
12,like,595
13,come,472
14,play,413
15,look,395
16,try,294
17,take,267
18,make,262
19,need,251
20,hear,205
21,eat,204
22,give,173
23,fall,164
24,find,162
25,love,142
26,sit,142
27,help,133
28,throw,127
29,turn,123
30,feel,120
31,let,120
32,read,119
33,tell,116
34,needta,104
35,talk,98
36,wash,97
37,hold,95
38,stand,89
39,walk,87
40,hurt,84
41,can,80
42,open,76
43,mean,74
44,pull,73
45,drop,72
46,watch,70
47,clean,69
48,work,68
49,leave,67
50,run,62
51,wave,62
52,chew,62
53,sing,61
54,keep,60
55,roll,59
56,wear,57
57,move,55
58,bring,55
59,guess,55
60,change,55
61,crawl,53
62,start,50
63,stay,50
64,shake,46
65,reach,45
66,push,44
67,close,44
68,call,44
69,use,43
70,knock,43
71,show,43
72,taste,43
73,clap,42
74,smell,40
75,pick,39
76,stop,39
77,bite,37
78,touch,36
79,build,35
80,hide,35
81,finish,35
82,forget,34
83,sound,34
84,bless,34
85,remember,34
86,hafta,33
87,fix,33
88,laugh,33
89,happen,32
90,check,32
91,hope,32
92,bang,31
93,learn,30
94,wait,30
95,miss,29
96,drink,29
97,spit,29
98,jump,29
99,hit,28
100,wipe,28
