rank,verb,frequency
1,go,10494
2,do,5555
3,want,4202
4,get,4051
5,have,3575
6,wanna,3521
7,see,3513
8,say,3056
9,put,3038
10,know,2580
11,like,1992
12,think,1868
13,look,1355
14,come,1306
15,play,1159
16,make,1058
17,take,1007
18,eat,826
19,sit,688
20,find,651
21,turn,632
22,read,589
23,need,581
24,try,559
25,give,550
26,open,464
27,tell,456
28,fall,450
29,hear,449
30,throw,428
31,talk,369
32,help,347
33,love,343
34,happen,331
35,hold,320
36,push,305
37,fit,264
38,show,263
39,feel,263
40,fix,261
41,mean,246
42,draw,244
43,leave,241
44,bring,237
45,let,233
46,walk,230
47,pick,230
48,call,227
49,stay,226
50,pull,219
51,work,212
52,close,211
53,move,208
54,sing,206
55,hurt,204
56,drink,203
57,can,203
58,s,199
59,remember,199
60,use,198
61,build,197
62,cry,192
63,needta,189
64,keep,181
65,stop,168
66,write,168
67,stand,166
68,wear,164
69,sleep,163
70,touch,162
71,run,160
72,break,152
73,smell,149
74,roll,139
75,finish,139
76,wash,138
77,blow,135
78,guess,126
79,jump,124
80,miss,122
81,rid,117
82,catch,114
83,hafta,113
84,sound,111
85,drop,110
86,will,108
87,ride,107
88,brush,105
89,bite,105
90,clean,103
91,start,102
92,feed,101
93,wipe,100
94,bet,99
95,stick,99
96,change,99
97,climb,95
98,live,95
99,bounce,94
100,watch,91
