rank,verb,frequency
1,go,8714
2,have,7197
3,think,5884
4,get,5249
5,do,5173
6,like,4467
7,know,4457
8,want,4197
9,play,2356
10,see,2256
11,say,2139
12,look,1317
13,put,1315
14,try,1223
15,make,1122
16,come,1020
17,eat,970
18,mean,882
19,recognize,806
20,seem,804
21,take,651
22,love,644
23,need,643
24,give,610
25,read,578
26,guess,454
27,find,434
28,sit,426
29,hear,418
30,pick,417
31,feel,387
32,start,357
33,remember,332
34,tell,312
35,keep,302
36,fall,299
37,talk,284
38,hold,275
39,can,274
40,show,263
41,notice,260
42,use,244
43,ask,242
44,let,235
45,pull,228
46,turn,225
47,throw,220
48,prefer,219
49,chew,207
50,work,200
51,stand,192
52,help,182
53,move,170
54,sing,163
55,watch,154
56,drop,149
57,shake,144
58,walk,143
59,touch,141
60,crawl,139
61,will,138
62,call,131
63,bring,130
64,push,130
65,change,128
66,roll,125
67,leave,125
68,bang,125
69,wave,124
70,enjoy,122
71,send,122
72,grab,121
73,open,121
74,feed,119
75,happen,116
76,stay,115
77,wonder,115
78,sound,114
79,care,112
80,drink,111
81,stop,108
82,hide,106
83,dunno,103
84,hurt,100
85,knock,98
86,taste,95
87,run,94
88,finish,93
89,build,92
90,would,92
91,clean,91
92,clap,89
93,wash,89
94,tend,86
95,catch,83
96,hit,82
97,forget,80
98,wear,80
99,learn,75
100,reach,74
