rank,verb,frequency
1,go,87254
2,do,61288
3,get,44711
4,want,42439
5,have,42311
6,think,32998
7,know,25018
8,see,20905
9,like,20160
10,say,19564
11,put,18751
12,come,12288
13,look,11883
14,make,10942
15,need,9430
16,eat,7699
17,play,7416
18,take,7134
19,find,6078
20,sit,5077
21,tell,4916
22,fall,4897
23,give,4773
24,remember,4339
25,can,3903
26,fit,3290
27,happen,3279
28,mean,3181
29,try,3149
30,will,2879
31,hear,2822
32,talk,2374
33,use,2279
34,hurt,2271
35,help,2257
36,bring,2216
37,open,2188
38,read,2105
39,show,2069
40,hold,2049
41,buy,2038
42,finish,2028
43,work,2007
44,wear,1994
45,love,1991
46,keep,1969
47,turn,1894
48,draw,1872
49,sing,1809
50,break,1788
51,watch,1778
52,leave,1645
53,throw,1595
54,sleep,1552
55,run,1549
56,start,1547
57,stay,1543
58,feel,1539
59,hide,1531
60,build,1520
61,move,1513
62,cry,1486
63,ask,1444
64,call,1428
65,pick,1428
66,drink,1419
67,stand,1402
68,live,1385
69,pull,1273
70,drive,1268
71,drop,1222
72,wait,1210
73,stop,1206
74,blow,1181
75,let,1179
76,wash,1177
77,pretend,1158
78,write,1152
79,walk,1123
80,wonder,1119
81,lose,1097
82,push,1095
83,cut,1083
84,fix,1076
85,would,1056
86,jump,1050
87,knock,1045
88,bet,1030
89,miss,995
90,pop,960
91,forget,896
92,cook,866
93,sound,859
94,guess,855
95,catch,824
96,wake,822
97,stick,809
98,count,789
99,ride,776
100,shall,764
