rank,verb,frequency
1,go,8681
2,do,7530
3,have,5751
4,get,4922
5,know,4705
6,think,4491
7,want,4469
8,like,3091
9,say,2757
10,see,2712
11,look,1728
12,make,1726
13,tell,1689
14,eat,1603
15,put,1493
16,come,1282
17,play,1256
18,happen,1129
19,take,893
20,need,784
21,find,623
22,remember,601
23,start,558
24,give,535
25,use,514
26,read,487
27,mean,472
28,sound,453
29,call,451
30,live,440
31,try,386
32,sit,371
33,hear,361
34,talk,356
35,can,334
36,fall,319
37,work,317
38,stick,305
39,help,297
40,keep,270
41,turn,269
42,show,266
43,run,260
44,feel,256
45,bet,254
46,hit,245
47,stay,242
48,fly,235
49,bring,233
50,ask,233
51,walk,226
52,watch,225
53,guess,222
54,love,218
55,move,217
56,open,206
57,pick,206
58,hold,197
59,wear,196
60,jump,192
61,drink,191
62,leave,185
63,finish,184
64,let,179
65,wonder,167
66,drive,165
67,learn,161
68,build,155
69,forget,153
70,grow,150
71,hurt,145
72,ride,144
73,will,143
74,pull,138
75,buy,131
76,fit,130
77,stand,127
78,wash,124
79,stop,119
80,would,117
81,wait,116
82,pretend,115
83,push,110
84,roll,109
85,lose,108
86,win,108
87,sleep,106
88,cut,106
89,paint,106
90,miss,104
91,wave,103
92,touch,102
93,end,101
94,break,100
95,lay,100
96,could,99
97,hope,94
98,catch,94
99,climb,92
100,write,90
