rank,verb,frequency
1,be,1403
2,do,418
3,think,371
4,know,317
5,go,269
6,have,181
7,get,147
8,look,129
9,like,124
10,see,115
11,play,115
12,say,100
13,want,90
14,wanna,85
15,make,72
16,take,63
17,tell,59
18,can,54
19,read,54
20,eat,47
21,happen,44
22,come,36
23,fix,31
24,drive,31
25,knit,30
26,pick,29
27,sew,28
28,catch,25
29,paint,25
30,help,24
31,feed,24
32,try,23
33,deliver,23
34,write,23
35,put,22
36,learn,22
37,use,21
38,could,21
39,useta,20
40,talk,19
41,need,19
42,give,19
43,show,17
44,ask,17
45,win,17
46,wear,16
47,hold,15
48,find,15
49,remember,15
50,chop,15
51,mean,14
52,turn,14
53,stick,14
54,hafta,13
55,hear,13
56,call,13
57,sit,13
58,start,12
59,bet,12
60,needta,12
61,remind,12
62,feel,12
63,guess,12
64,love,11
65,fall,10
66,finish,10
67,pour,10
68,let,10
69,live,10
70,bring,9
71,dust,8
72,buy,8
73,work,8
74,sleep,7
75,matter,7
76,run,7
77,cut,7
78,drink,7
79,taste,7
80,sound,6
81,will,6
82,exercise,6
83,throw,6
84,walk,6
85,draw,6
86,leave,6
87,open,6
88,stay,5
89,break,5
90,wish,5
91,move,5
92,seem,5
93,knock,5
94,ride,5
95,jump,5
96,dance,5
97,would,5
98,keep,5
99,wonder,5
100,fly,5
