rank,verb,frequency
1,be,9717
2,go,4039
3,get,2036
4,do,1737
5,see,1358
6,have,1127
7,wanna,1057
8,know,908
9,want,774
10,say,738
11,think,716
12,put,663
13,like,612
14,come,458
15,play,397
16,look,370
17,try,295
18,take,264
19,make,261
20,need,252
21,hear,206
22,eat,205
23,give,169
24,find,161
25,fall,152
26,love,143
27,sit,141
28,help,126
29,throw,125
30,turn,123
31,read,123
32,feel,117
33,tell,112
34,needta,107
35,wash,99
36,let,99
37,talk,95
38,can,94
39,hold,92
40,stand,89
41,walk,88
42,hurt,80
43,mean,76
44,open,74
45,drop,71
46,pull,68
47,leave,67
48,watch,67
49,work,67
50,wave,63
51,run,62
52,sing,62
53,keep,61
54,chew,61
55,clean,60
56,roll,58
57,wear,56
58,move,55
59,guess,55
60,bring,54
61,change,54
62,stay,51
63,start,49
64,crawl,49
65,shake,48
66,reach,45
67,use,44
68,push,44
69,close,44
70,knock,43
71,show,43
72,taste,43
73,clap,42
74,call,42
75,hide,40
76,smell,40
77,pick,39
78,bite,36
79,stop,36
80,hafta,35
81,build,35
82,sound,34
83,bless,34
84,touch,34
85,check,33
86,happen,32
87,forget,32
88,hope,32
89,fix,32
90,finish,32
91,remember,32
92,laugh,32
93,fly,31
94,bang,30
95,learn,30
96,kiss,30
97,hit,29
98,drink,29
99,dry,29
100,feed,29
