rank,verb,frequency
1,be,66000
2,go,19020
3,do,9998
4,get,7268
5,want,6755
6,have,6192
7,see,5963
8,wanna,5962
9,put,5409
10,say,4865
11,know,3807
12,think,3280
13,like,3170
14,look,2389
15,come,2357
16,make,1858
17,play,1707
18,take,1638
19,find,1371
20,sit,1281
21,eat,1252
22,need,1024
23,give,997
24,turn,990
25,read,927
26,fall,901
27,try,892
28,open,824
29,hear,735
30,throw,715
31,tell,696
32,help,664
33,fit,613
34,talk,548
35,hold,543
36,push,538
37,happen,516
38,show,483
39,draw,483
40,love,460
41,can,412
42,call,394
43,drink,383
44,pick,381
45,bring,371
46,pull,360
47,stay,357
48,move,353
49,work,349
50,fix,341
51,feel,330
52,mean,329
53,leave,326
54,close,321
55,use,318
56,remember,317
57,build,305
58,hurt,302
59,sleep,295
60,let,295
61,walk,289
62,cry,286
63,color,286
64,keep,283
65,sing,272
66,stand,267
67,wear,264
68,needta,261
69,roll,256
70,break,250
71,write,231
72,feed,228
73,finish,228
74,catch,224
75,will,218
76,wash,215
77,drive,214
78,run,214
79,cook,210
80,stop,208
81,touch,207
82,s,205
83,jump,205
84,blow,196
85,smell,184
86,drop,184
87,miss,176
88,brush,175
89,hide,168
90,watch,161
91,hafta,160
92,bet,159
93,ride,159
94,rid,159
95,wipe,159
96,pop,159
97,guess,157
98,sound,155
99,live,151
100,start,147
