rank,verb,frequency
1,be,6000
2,do,1604
3,go,1494
4,know,889
5,have,864
6,think,827
7,get,779
8,see,551
9,say,484
10,wanna,483
11,like,459
12,want,403
13,put,385
14,tell,319
15,look,308
16,make,306
17,happen,304
18,play,282
19,come,246
20,take,191
21,eat,150
22,remember,130
23,find,122
24,need,108
25,can,107
26,read,104
27,help,96
28,fall,82
29,hafta,76
30,give,76
31,show,75
32,try,74
33,fix,69
34,use,66
35,talk,61
36,pick,61
37,drive,61
38,sit,61
39,win,59
40,start,57
41,live,57
42,call,57
43,hear,56
44,bring,56
45,turn,54
46,mean,49
47,will,48
48,jump,48
49,sound,47
50,ask,46
51,finish,45
52,watch,44
53,write,43
54,hold,42
55,walk,40
56,guess,40
57,open,38
58,needta,37
59,draw,37
60,sleep,36
61,bet,36
62,run,35
63,love,34
64,work,34
65,stand,34
66,learn,31
67,leave,31
68,knit,30
69,useta,30
70,sing,30
71,feel,29
72,wonder,29
73,sew,28
74,cut,28
75,catch,27
76,wear,27
77,stick,27
78,break,26
79,move,26
80,fight,26
81,feed,26
82,could,26
83,fit,26
84,let,25
85,paint,25
86,color,24
87,stay,23
88,deliver,23
89,hurt,23
90,ride,22
91,wake,22
92,build,22
93,count,22
94,lose,21
95,keep,21
96,pretend,19
97,rhyme,19
98,pull,18
99,cry,18
100,drink,17
