rank,verb,frequency
1,do,5219
2,go,4376
3,have,2999
4,think,2934
5,know,2602
6,get,2169
7,say,2080
8,see,2064
9,like,1451
10,want,1312
11,wanna,1195
12,tell,1062
13,make,883
14,happen,851
15,put,763
16,look,760
17,play,634
18,come,587
19,mean,460
20,take,452
21,eat,436
22,start,416
23,remember,403
24,need,359
25,call,303
26,read,302
27,use,251
28,try,243
29,help,242
30,give,238
31,find,218
32,hit,210
33,can,209
34,talk,207
35,hear,202
36,wear,164
37,color,163
38,move,162
39,show,157
40,ask,152
41,sound,149
42,turn,148
43,fall,145
44,live,137
45,work,137
46,sit,128
47,love,127
48,bring,120
49,feel,120
50,watch,119
51,guess,116
52,pick,115
53,finish,115
54,paint,113
55,bet,113
56,hafta,111
57,fix,109
58,will,103
59,learn,102
60,jump,97
61,walk,94
62,keep,92
63,let,90
64,drive,89
65,win,86
66,write,85
67,understand,84
68,grow,84
69,hold,83
70,run,80
71,wash,79
72,brush,75
73,dress,74
74,feed,73
75,draw,71
76,open,70
77,leave,68
78,stay,67
79,build,67
80,share,67
81,press,67
82,hurt,66
83,cut,66
84,buy,65
85,useta,65
86,skip,64
87,sleep,61
88,push,60
89,stand,60
90,miss,59
91,break,57
92,fly,57
93,lose,55
94,pretend,55
95,would,54
96,could,53
97,wonder,52
98,needta,51
99,teach,51
100,throw,50
