rank,verb,frequency
1,go,18726
2,do,15837
3,have,11175
4,get,9531
5,know,9143
6,think,8782
7,see,6991
8,say,6628
9,like,4816
10,want,4764
11,look,3775
12,put,3645
13,come,3542
14,wanna,3329
15,tell,3315
16,make,3046
17,eat,2621
18,happen,2452
19,play,2437
20,take,2144
21,need,1631
22,mean,1542
23,find,1376
24,remember,1315
25,give,1101
26,can,1093
27,try,988
28,use,984
29,sit,974
30,hear,943
31,start,925
32,fall,881
33,talk,878
34,call,758
35,read,745
36,help,695
37,work,669
38,sound,640
39,will,636
40,bring,622
41,turn,615
42,buy,608
43,feel,607
44,guess,600
45,walk,584
46,love,581
47,show,575
48,keep,573
49,run,550
50,wonder,521
51,leave,516
52,ask,495
53,finish,486
54,stay,463
55,let,461
56,bet,458
57,pick,451
58,move,450
59,would,441
60,drive,437
61,hurt,421
62,watch,419
63,fit,417
64,wear,416
65,fly,412
66,live,409
67,break,387
68,build,386
69,useta,378
70,hold,376
71,open,364
72,stop,342
73,needta,330
74,wait,327
75,pretend,325
76,hafta,320
77,stand,318
78,jump,318
79,forget,315
80,sleep,308
81,cut,306
82,write,284
83,draw,281
84,could,279
85,cry,264
86,lose,258
87,sing,250
88,drink,248
89,pull,244
90,hit,241
91,fix,241
92,catch,237
93,drop,227
94,throw,223
95,hope,215
96,learn,214
97,seem,203
98,miss,200
99,count,200
100,grow,200
