rank,verb,frequency
1,go,9785
2,do,9291
3,have,6391
4,get,5468
5,know,5359
6,think,4813
7,see,4020
8,like,3098
9,say,3094
10,want,2611
11,tell,2210
12,wanna,2072
13,look,1970
14,make,1965
15,happen,1866
16,put,1782
17,play,1710
18,eat,1701
19,come,1562
20,take,1046
21,need,774
22,remember,716
23,find,648
24,give,603
25,start,602
26,read,601
27,use,567
28,try,560
29,mean,540
30,call,527
31,sound,483
32,live,467
33,hear,453
34,sit,440
35,talk,435
36,fall,399
37,can,367
38,turn,361
39,work,360
40,help,354
41,bet,336
42,watch,324
43,show,318
44,keep,310
45,stick,309
46,run,308
47,move,294
48,feel,290
49,bring,287
50,stay,274
51,ask,271
52,fly,271
53,hit,268
54,walk,260
55,leave,255
56,open,248
57,guess,248
58,pick,233
59,jump,231
60,hold,228
61,let,219
62,love,216
63,finish,216
64,drink,202
65,wear,200
66,drive,199
67,wonder,183
68,build,181
69,hurt,178
70,grow,175
71,learn,172
72,pull,170
73,will,164
74,buy,160
75,sleep,158
76,stand,149
77,hafta,145
78,stop,144
79,break,143
80,cut,143
81,ride,143
82,fit,140
83,color,138
84,would,137
85,push,135
86,wait,134
87,wash,132
88,pretend,128
89,roll,127
90,touch,127
91,cry,126
92,lie,124
93,paint,123
94,win,122
95,sing,121
96,catch,117
97,miss,116
98,could,114
99,fix,114
100,forget,113
