rank,verb,frequency
1,go,3960
2,do,3878
3,have,2662
4,think,2289
5,know,2147
6,get,1874
7,say,1565
8,see,1450
9,want,1402
10,like,1203
11,wanna,1187
12,tell,827
13,put,632
14,make,631
15,look,573
16,eat,554
17,play,517
18,come,468
19,read,435
20,happen,385
21,start,358
22,mean,355
23,take,320
24,write,308
25,remember,290
26,need,262
27,hit,243
28,give,238
29,try,234
30,can,208
31,call,206
32,help,197
33,use,192
34,hear,187
35,talk,183
36,move,181
37,sound,157
38,work,153
39,ask,153
40,find,139
41,love,139
42,show,130
43,sit,127
44,live,127
45,guess,121
46,feel,117
47,wear,111
48,finish,108
49,keep,107
50,turn,106
51,run,103
52,pick,101
53,bring,98
54,watch,98
55,fall,96
56,hafta,87
57,learn,85
58,let,85
59,leave,83
60,hold,83
61,spell,82
62,paint,81
63,grow,79
64,walk,78
65,win,78
66,buy,75
67,stop,72
68,miss,69
69,sing,68
70,brush,68
71,skip,67
72,wash,66
73,stand,64
74,understand,63
75,share,63
76,jump,59
77,wait,58
78,cut,57
79,needta,56
80,forget,54
81,dress,54
82,bet,53
83,stay,52
84,will,51
85,build,49
86,listen,48
87,useta,48
88,would,46
89,press,46
90,pretend,45
91,drink,45
92,ride,45
93,hurt,44
94,draw,42
95,sleep,42
96,lie,41
97,teach,41
98,fly,41
99,fix,39
100,feed,39
