rank,verb,frequency
1,go,90004
2,do,69590
3,have,46075
4,get,42866
5,think,33118
6,see,26069
7,know,25286
8,want,24793
9,put,21851
10,say,20323
11,like,18649
12,wanna,17245
13,come,13407
14,look,12792
15,make,11689
16,need,9361
17,play,8312
18,eat,8046
19,take,7895
20,find,6425
21,sit,5675
22,tell,5080
23,give,5071
24,fall,5012
25,happen,4955
26,can,4763
27,remember,4398
28,try,3704
29,mean,3320
30,fit,3274
31,hear,2911
32,will,2910
33,read,2850
34,help,2839
35,talk,2629
36,show,2496
37,open,2421
38,use,2384
39,bring,2347
40,finish,2306
41,hurt,2291
42,hold,2284
43,turn,2265
44,work,2128
45,draw,2083
46,keep,2045
47,buy,2041
48,wear,2040
49,sing,1952
50,break,1903
51,love,1902
52,call,1887
53,watch,1878
54,move,1858
55,leave,1827
56,build,1805
57,sleep,1756
58,throw,1697
59,run,1685
60,feel,1682
61,pick,1614
62,cry,1612
63,start,1612
64,stay,1579
65,stand,1568
66,hide,1558
67,needta,1491
68,ask,1463
69,drink,1459
70,cut,1421
71,pull,1401
72,drive,1384
73,wash,1358
74,live,1356
75,wait,1310
76,let,1297
77,stop,1284
78,write,1282
79,blow,1269
80,fix,1229
81,walk,1225
82,drop,1225
83,push,1186
84,would,1164
85,jump,1129
86,wonder,1106
87,pop,1100
88,stick,1092
89,knock,1073
90,miss,1055
91,pretend,1044
92,bet,1031
93,lose,1006
94,cook,968
95,catch,938
96,count,919
97,sound,910
98,shall,863
99,could,862
100,guess,858
