rank,verb,frequency
1,go,9386
2,have,7043
3,think,5885
4,do,5788
5,get,5201
6,know,4426
7,like,4187
8,see,2968
9,want,2661
10,play,2555
11,say,2326
12,put,1607
13,wanna,1478
14,look,1419
15,try,1312
16,come,1206
17,make,1185
18,eat,1002
19,mean,892
20,seem,875
21,recognize,800
22,take,734
23,give,652
24,read,643
25,need,634
26,love,626
27,sit,487
28,find,453
29,guess,448
30,pick,444
31,feel,421
32,hear,409
33,start,355
34,remember,332
35,tell,326
36,talk,315
37,fall,310
38,turn,307
39,keep,307
40,hold,304
41,show,287
42,can,282
43,let,261
44,notice,254
45,use,247
46,pull,241
47,ask,231
48,stand,230
49,throw,227
50,help,225
51,prefer,220
52,chew,218
53,work,211
54,move,194
55,will,188
56,change,185
57,walk,174
58,sing,171
59,happen,170
60,touch,170
61,open,159
62,watch,157
63,leave,156
64,shake,155
65,needta,154
66,drop,152
67,dunno,145
68,wash,141
69,roll,141
70,call,140
71,push,139
72,crawl,138
73,bring,133
74,wave,132
75,bang,131
76,clean,131
77,stop,125
78,send,124
79,grab,123
80,feed,122
81,sound,121
82,enjoy,120
83,drink,119
84,finish,118
85,stay,117
86,run,116
87,wonder,115
88,build,114
89,clap,113
90,care,108
91,hide,108
92,hurt,106
93,knock,100
94,taste,98
95,catch,95
96,would,94
97,pretend,92
98,wear,90
99,laugh,90
100,close,88
