rank,verb,frequency
1,go,32008
2,do,26431
3,have,16239
4,get,16156
5,think,13309
6,know,12770
7,see,10466
8,say,8425
9,put,7760
10,want,7295
11,like,6591
12,wanna,6464
13,come,5446
14,look,5393
15,make,4539
16,happen,3285
17,eat,3149
18,take,3050
19,play,3029
20,need,2831
21,tell,2807
22,find,2316
23,remember,1925
24,give,1917
25,sit,1735
26,fall,1651
27,can,1631
28,try,1556
29,mean,1539
30,will,1213
31,hear,1180
32,show,1173
33,read,1125
34,help,1104
35,use,1069
36,bring,1064
37,finish,1060
38,talk,1034
39,call,1030
40,buy,974
41,turn,965
42,start,946
43,work,925
44,run,920
45,hurt,917
46,fit,877
47,open,871
48,leave,859
49,hold,802
50,keep,798
51,love,782
52,feel,779
53,break,777
54,live,739
55,watch,737
56,sleep,733
57,move,693
58,needta,675
59,stay,669
60,walk,660
61,ask,647
62,draw,626
63,stand,585
64,wonder,569
65,cut,551
66,sing,550
67,cry,548
68,let,543
69,drive,536
70,wear,536
71,pick,533
72,miss,533
73,wait,530
74,bet,515
75,pretend,491
76,hafta,485
77,build,483
78,stick,477
79,throw,473
80,jump,448
81,hide,448
82,catch,445
83,sound,443
84,guess,440
85,fix,430
86,lose,428
87,stop,422
88,pull,421
89,fly,415
90,would,412
91,push,382
92,useta,382
93,drink,379
94,wash,379
95,forget,378
96,color,333
97,blow,330
98,grow,329
99,count,317
100,write,311
