rank,verb,frequency
1,go,18914
2,do,9823
3,get,7294
4,want,6758
5,have,6131
6,see,5980
7,wanna,5941
8,put,5437
9,say,4774
10,know,3807
11,think,3281
12,like,3105
13,look,2633
14,come,2406
15,make,1865
16,play,1717
17,take,1638
18,find,1377
19,sit,1297
20,eat,1240
21,need,1025
22,give,1010
23,turn,997
24,fall,916
25,read,916
26,try,894
27,open,877
28,throw,739
29,hear,738
30,tell,697
31,help,674
32,fit,614
33,talk,554
34,push,547
35,hold,546
36,happen,518
37,show,490
38,draw,486
39,love,463
40,call,409
41,drink,378
42,pick,377
43,bring,376
44,let,366
45,pull,365
46,can,363
47,stay,358
48,work,350
49,move,350
50,fix,346
51,feel,333
52,leave,332
53,mean,326
54,close,319
55,use,318
56,sleep,316
57,hurt,313
58,remember,313
59,build,306
60,walk,288
61,cry,287
62,keep,283
63,color,277
64,sing,273
65,stand,269
66,needta,266
67,wear,263
68,break,257
69,roll,255
70,finish,247
71,feed,234
72,write,230
73,catch,226
74,stop,225
75,touch,215
76,wash,215
77,run,213
78,s,211
79,drive,208
80,stick,204
81,jump,204
82,blow,200
83,cook,194
84,drop,188
85,smell,182
86,will,181
87,miss,181
88,brush,174
89,hafta,169
90,wipe,161
91,watch,160
92,pop,160
93,bet,159
94,ride,159
95,rid,159
96,guess,158
97,sound,157
98,clean,152
99,live,149
100,hide,147
