rank,verb,frequency
1,go,67295
2,do,56422
3,have,32899
4,get,32548
5,think,25687
6,see,20744
7,know,19101
8,want,17455
9,put,17361
10,say,16358
11,wanna,13481
12,like,12854
13,come,11024
14,look,10534
15,make,9468
16,take,6155
17,play,5914
18,eat,5846
19,need,5179
20,find,4941
21,sit,4479
22,tell,4266
23,happen,4195
24,fall,4084
25,give,3962
26,remember,3356
27,can,3339
28,try,2397
29,mean,2360
30,hear,2341
31,read,2233
32,talk,2216
33,will,2156
34,help,2089
35,fit,2082
36,finish,2076
37,hurt,2049
38,show,1915
39,draw,1866
40,open,1856
41,bring,1828
42,hold,1805
43,use,1802
44,buy,1799
45,break,1761
46,turn,1718
47,call,1679
48,sing,1669
49,keep,1610
50,watch,1587
51,wear,1566
52,work,1544
53,leave,1502
54,move,1432
55,throw,1426
56,cry,1422
57,sleep,1390
58,needta,1344
59,run,1341
60,feel,1337
61,stand,1296
62,build,1286
63,love,1252
64,hide,1195
65,stay,1193
66,pick,1190
67,drive,1187
68,live,1168
69,cut,1160
70,write,1143
71,stick,1121
72,ask,1115
73,pull,1112
74,start,1111
75,drink,1108
76,wait,1065
77,let,1044
78,wash,1018
79,fix,1001
80,walk,967
81,drop,950
82,jump,911
83,push,897
84,lose,870
85,stop,840
86,miss,834
87,blow,802
88,pretend,800
89,wonder,788
90,bet,756
91,count,751
92,sound,743
93,catch,732
94,would,723
95,lie,684
96,wake,667
97,color,650
98,touch,640
99,hafta,631
100,change,628
