rank,verb,frequency
1,do,1567
2,go,1495
3,know,887
4,have,856
5,think,826
6,get,778
7,see,550
8,wanna,481
9,say,464
10,like,432
11,want,403
12,put,386
13,tell,322
14,look,318
15,make,307
16,happen,300
17,play,282
18,come,247
19,take,191
20,eat,146
21,remember,131
22,find,122
23,need,108
24,read,101
25,help,95
26,can,90
27,fall,82
28,give,76
29,show,75
30,hafta,75
31,try,74
32,fix,69
33,use,66
34,talk,62
35,call,62
36,pick,61
37,sit,61
38,drive,60
39,win,59
40,start,58
41,live,58
42,bring,57
43,hear,56
44,turn,54
45,mean,49
46,jump,49
47,finish,48
48,sound,47
49,ask,46
50,watch,44
51,write,43
52,hold,41
53,open,41
54,walk,40
55,guess,40
56,needta,38
57,will,37
58,draw,37
59,sleep,35
60,run,35
61,bet,34
62,love,34
63,work,34
64,stand,34
65,learn,31
66,sing,31
67,break,29
68,useta,29
69,feel,29
70,wonder,29
71,leave,29
72,knit,28
73,catch,28
74,stick,28
75,wear,27
76,sew,27
77,cut,27
78,feed,26
79,color,26
80,fit,26
81,let,25
82,move,25
83,paint,25
84,hurt,25
85,stay,24
86,deliver,23
87,build,23
88,pull,22
89,lose,22
90,wake,22
91,fight,21
92,ride,21
93,could,21
94,keep,21
95,count,21
96,pretend,20
97,wait,19
98,rhyme,19
99,drink,18
100,forget,18
