rank,verb,frequency
1,do,1667
2,go,1637
3,have,1157
4,get,1052
5,know,1028
6,think,749
7,say,685
8,want,597
9,see,555
10,wanna,541
11,like,504
12,put,415
13,make,364
14,eat,364
15,tell,310
16,look,304
17,come,295
18,play,246
19,write,218
20,take,186
21,happen,182
22,remember,165
23,mean,154
24,give,151
25,need,140
26,read,137
27,talk,106
28,ask,104
29,try,96
30,start,91
31,hear,91
32,help,88
33,find,87
34,sit,84
35,show,83
36,call,78
37,can,78
38,run,78
39,use,77
40,work,73
41,watch,73
42,bring,72
43,love,72
44,live,71
45,sound,70
46,guess,69
47,spell,62
48,finish,61
49,sing,59
50,feel,58
51,fall,58
52,hold,58
53,leave,57
54,turn,57
55,move,55
56,hafta,55
57,win,54
58,walk,52
59,buy,52
60,pick,51
61,miss,51
62,stand,48
63,cut,46
64,let,45
65,keep,42
66,needta,39
67,jump,39
68,bet,36
69,stay,35
70,ride,34
71,understand,33
72,forget,33
73,stop,33
74,useta,33
75,lie,32
76,drink,32
77,sleep,32
78,pull,31
79,learn,30
80,fight,29
81,wait,28
82,wonder,28
83,draw,27
84,will,27
85,climb,27
86,fix,26
87,open,26
88,taste,26
89,fit,24
90,stick,24
91,hurt,24
92,kick,24
93,forgot,22
94,stretch,22
95,fly,21
96,cook,21
97,kneel,21
98,cry,20
99,listen,20
100,teach,19
