rank,verb,frequency
1,go,18465
2,do,15309
3,have,11297
4,know,10286
5,get,10003
6,think,8292
7,see,7010
8,say,6462
9,want,5159
10,like,4794
11,come,4074
12,put,3849
13,wanna,3720
14,look,3648
15,make,3219
16,tell,3110
17,eat,2824
18,take,2453
19,play,2302
20,happen,2149
21,need,1654
22,mean,1583
23,hear,1550
24,give,1394
25,find,1314
26,remember,1286
27,sit,1157
28,talk,1117
29,try,1002
30,can,950
31,fall,844
32,call,838
33,use,832
34,start,805
35,work,742
36,read,695
37,help,691
38,leave,691
39,bring,683
40,ask,671
41,buy,652
42,will,646
43,feel,641
44,turn,634
45,finish,630
46,sound,616
47,keep,609
48,let,604
49,run,594
50,love,584
51,show,551
52,stay,539
53,watch,523
54,walk,504
55,hurt,488
56,wonder,486
57,pick,475
58,guess,473
59,hold,449
60,bet,446
61,break,438
62,wait,433
63,stop,431
64,open,415
65,hafta,410
66,live,405
67,move,403
68,forget,400
69,fit,396
70,wear,380
71,drive,358
72,useta,357
73,write,350
74,fly,339
75,cut,338
76,build,338
77,would,328
78,throw,322
79,sing,314
80,needta,312
81,listen,311
82,sleep,299
83,jump,296
84,stand,290
85,lose,288
86,catch,283
87,pretend,282
88,pull,280
89,drink,272
90,cry,270
91,fix,259
92,hope,253
93,draw,251
94,wash,248
95,win,247
96,miss,239
97,hit,231
98,grow,229
99,understand,227
100,taste,227
