rank,verb,frequency
1,go,4544
2,do,3857
3,have,2803
4,get,2647
5,know,2409
6,think,2039
7,see,1626
8,like,1377
9,say,1356
10,want,1156
11,put,1075
12,wanna,1011
13,look,969
14,eat,900
15,tell,871
16,make,812
17,come,780
18,play,735
19,happen,707
20,take,473
21,find,389
22,remember,372
23,give,327
24,sound,323
25,need,315
26,read,287
27,sit,269
28,try,253
29,start,239
30,live,238
31,use,229
32,stick,225
33,call,214
34,fall,212
35,talk,211
36,run,196
37,mean,191
38,help,179
39,work,175
40,hear,174
41,fly,164
42,open,158
43,show,157
44,turn,157
45,watch,157
46,bet,151
47,leave,150
48,stay,149
49,can,146
50,drink,145
51,keep,141
52,ask,136
53,feel,133
54,finish,132
55,bring,129
56,jump,129
57,pick,126
58,walk,123
59,hold,118
60,guess,117
61,love,108
62,build,103
63,let,97
64,hafta,96
65,stand,96
66,wonder,92
67,buy,92
68,fit,91
69,pull,91
70,move,89
71,drive,86
72,ride,82
73,fix,80
74,learn,80
75,wave,79
76,sleep,78
77,win,74
78,lose,72
79,lie,72
80,will,70
81,wear,68
82,pretend,68
83,wait,66
84,break,66
85,forget,66
86,grow,64
87,stop,63
88,hurt,62
89,miss,59
90,belong,59
91,catch,57
92,cut,56
93,end,56
94,roll,55
95,wash,54
96,sing,53
97,listen,53
98,throw,52
99,write,51
100,laugh,51
