rank,verb,frequency
1,go,14612
2,do,10134
3,have,7544
4,want,7454
5,get,6543
6,be,6298
7,know,6148
8,think,6076
9,like,3574
10,see,3514
11,say,3161
12,put,2436
13,look,2434
14,come,2211
15,make,2142
16,eat,2001
17,need,1759
18,take,1548
19,tell,1433
20,play,1288
21,happen,1073
22,give,959
23,remember,875
24,find,859
25,mean,843
26,sit,779
27,fall,698
28,try,694
29,fit,596
30,use,579
31,can,566
32,bring,551
33,help,544
34,work,525
35,talk,493
36,hear,483
37,show,466
38,turn,465
39,call,442
40,stay,415
41,run,413
42,read,390
43,buy,390
44,hurt,383
45,hold,381
46,ask,379
47,open,373
48,feel,368
49,walk,362
50,live,348
51,leave,345
52,guess,326
53,start,325
54,will,317
55,wear,303
56,break,302
57,love,301
58,keep,294
59,drive,289
60,build,287
61,watch,284
62,pick,283
63,move,281
64,sleep,280
65,drink,263
66,forget,260
67,bet,253
68,jump,252
69,let,251
70,wonder,240
71,fix,239
72,wait,238
73,finish,230
74,pretend,226
75,miss,220
76,push,215
77,ride,213
78,catch,203
79,stand,202
80,fly,200
81,cry,196
82,throw,188
83,blow,181
84,lose,180
85,begin,180
86,knock,178
87,sound,177
88,stop,174
89,choose,173
90,sing,167
91,hit,163
92,learn,163
93,hide,160
94,wash,155
95,pull,153
96,draw,152
97,hope,151
98,drop,150
99,grow,147
100,spill,146
