rank,actual_frequency,predicted_frequency,squared_error,num_verbs
1,0.3427303947336544,0.3460709088382475,1.115903448298526e-05,100
2,0.14550153228335416,0.13023052747559102,0.0002332035878387249,100
3,0.08535424414599237,0.07352315318087979,0.0001399747134247684,100
4,0.05472251921020653,0.04900726947406528,3.2664079546462636e-05,100
5,0.03778179162801014,0.03577810937345558,4.014742577216835e-06,98
6,0.0261371274291358,0.02766762179623125,2.3424130077109068e-06,98
7,0.019035425196520933,0.02226264991875609,1.0414979407805792e-05,97
8,0.01347156446923852,0.01844200824383362,2.4705311316411182e-05,97
9,0.009742788480698854,0.015620076451400604,3.45425138905555e-05,97
10,0.00761757409387204,0.01346372069072786,3.41774300319289e-05,96
11,0.006432478507272674,0.011770676052688556,2.849635303388415e-05,96
12,0.0055422009826089,0.010411649429344163,2.371152817541246e-05,94
13,0.004801832178601454,0.009300471510043904,2.0237755834400977e-05,94
14,0.004365333924766414,0.008377695344739719,1.609904416449019e-05,93
15,0.004072596867649794,0.00760109951113037,1.2450330905049409e-05,92
16,0.0038401246419723194,0.0069399432311896625,9.608875286057399e-06,90
17,0.003728016694195128,0.006371359555274496,6.987261481219258e-06,88
18,0.0033437299397472845,0.005878017318195743,6.422612516563162e-06,88
19,0.003228284949352788,0.005446562807953834,4.9207566579596445e-06,88
20,0.0030123670327477413,0.005066555444442303,4.219690030740225e-06,88
21,0.002953499918129224,0.00472972497365865,3.1549754478905106e-06,88
22,0.002864008513002565,0.004429442960784698,2.450585010302952e-06,88
23,0.0027944652362053733,0.004160340194440858,1.8656144015347863e-06,87
24,0.0027158203141480616,0.003918025359676151,1.445296971493196e-06,86
25,0.0026325841965075124,0.0036988752236821283,1.1369765546330974e-06,83
26,0.0024645815839392177,0.003499876122470722,1.07183478151316e-06,77
27,0.0024241878855896536,0.003318502781665927,7.997991333439155e-07,76
28,0.002363055517929317,0.0031526246671175766,6.234194413498724e-07,76
29,0.002335384748034704,0.003000432883079665,4.422890219267807e-07,76
30,0.0021936742343117125,0.002860382578969212,4.44500016835943e-07,73
31,0.002139238998991373,0.0027311471832470254,3.503552985888233e-07,72
32,0.0021377020691627905,0.0026115817439914244,2.2456194621569182e-07,72
33,0.002059640606750754,0.0025006933445215636,1.945275174951266e-07,70
34,0.002009536573601057,0.0023976170617908406,1.5060646531362076e-07,69
35,0.0020068594675809663,0.0023015963012033938,8.686980109377449e-08,69
36,0.0019279148879511856,0.0022119666123600174,8.068538213963091e-08,65
37,0.0018790700660767962,0.002128142292608343,6.203697402938212e-08,62
38,0.001890246943290439,0.0020496052378106504,2.5395066032390455e-08,61
39,0.0019066583133564201,0.001975895615678498,4.793804032838791e-09,59
40,0.0018708720433930999,0.001906604025831153,1.2767745689533438e-09,58
