rank,verb,frequency
1,go,28375
2,do,18217
3,want,17713
4,have,15072
5,be,13012
6,get,11196
7,think,10436
8,know,9740
9,like,7612
10,see,6623
11,put,5874
12,say,5521
13,need,4922
14,look,4271
15,make,3810
16,come,3375
17,eat,3129
18,play,3059
19,take,2761
20,find,1952
21,give,1842
22,tell,1622
23,fall,1591
24,remember,1581
25,sit,1553
26,fit,1468
27,happen,1429
28,try,1363
29,mean,1130
30,help,954
31,love,939
32,turn,915
33,use,877
34,hear,862
35,can,857
36,work,850
37,talk,833
38,open,829
39,bring,818
40,hold,811
41,wear,810
42,read,787
43,show,768
44,hurt,669
45,guess,659
46,pop,650
47,drink,620
48,pick,604
49,sleep,590
50,start,589
51,build,573
52,knock,568
53,blow,562
54,cook,554
55,ask,551
56,stay,540
57,stop,533
58,run,531
59,fix,525
60,leave,510
61,throw,503
62,call,502
63,draw,498
64,sing,496
65,feel,494
66,let,480
67,move,476
68,drive,474
69,bet,474
70,break,467
71,keep,462
72,stand,456
73,push,456
74,cry,454
75,buy,449
76,wait,447
77,pretend,431
78,dance,427
79,wash,426
80,write,420
81,live,416
82,ride,413
83,pull,401
84,will,399
85,wonder,399
86,drop,398
87,watch,396
88,jump,391
89,walk,379
90,seem,372
91,feed,363
92,finish,362
93,miss,354
94,catch,351
95,hide,346
96,forget,345
97,cut,344
98,begin,322
99,fly,321
100,hit,319
