rank,verb,frequency
1,do,2787
2,go,2330
3,think,2020
4,have,1874
5,know,1728
6,want,1505
7,say,1455
8,be,1392
9,get,1114
10,see,1080
11,like,973
12,tell,452
13,make,450
14,look,384
15,mean,384
16,play,376
17,start,310
18,come,286
19,eat,274
20,put,257
21,happen,244
22,take,233
23,remember,210
24,read,203
25,hit,187
26,need,166
27,call,154
28,try,149
29,use,141
30,give,133
31,can,129
32,wear,129
33,help,128
34,talk,114
35,move,110
36,sound,99
37,hear,97
38,love,97
39,paint,92
40,work,85
41,ask,82
42,show,81
43,learn,78
44,bet,74
45,brush,73
46,guess,69
47,feed,69
48,keep,68
49,wash,67
50,grow,66
51,share,64
52,pick,63
53,dress,63
54,find,62
55,understand,62
56,live,62
57,fix,62
58,turn,62
59,press,62
60,let,61
61,feel,59
62,sit,59
63,skip,57
64,finish,54
65,hold,51
66,will,51
67,bring,49
68,watch,49
69,drive,49
70,build,48
71,write,47
72,fall,46
73,forget,46
74,could,45
75,jump,44
76,walk,42
77,catch,40
78,run,39
79,push,39
80,win,39
81,lose,37
82,throw,36
83,would,35
84,believe,35
85,buy,35
86,stay,34
87,miss,34
88,pretend,34
89,speak,33
90,draw,32
91,sew,32
92,stop,29
93,hurt,29
94,pour,28
95,drink,27
96,die,27
97,hate,26
98,break,26
99,fly,26
100,tie,25
