rank,verb,frequency
1,go,14819
2,want,11249
3,be,7363
4,do,6961
5,have,6231
6,get,5986
7,know,4199
8,say,3973
9,like,3685
10,think,3479
11,put,3475
12,see,3441
13,come,1658
14,look,1612
15,play,1462
16,make,1417
17,need,1384
18,eat,1238
19,take,1167
20,find,976
21,sit,813
22,give,784
23,try,739
24,turn,667
25,fall,654
26,love,607
27,tell,542
28,hear,532
29,read,532
30,throw,464
31,open,448
32,fit,434
33,help,403
34,hold,394
35,talk,393
36,show,372
37,pick,353
38,mean,339
39,can,335
40,remember,334
41,draw,323
42,use,306
43,push,298
44,call,296
45,stay,295
46,happen,292
47,blow,290
48,begin,285
49,work,278
50,bring,269
51,cook,264
52,drink,263
53,leave,261
54,feel,256
55,guess,253
56,feed,252
57,start,250
58,let,248
59,ride,240
60,stop,240
61,fix,238
62,walk,228
63,run,228
64,move,226
65,keep,226
66,wear,224
67,sing,222
68,build,216
69,hurt,216
70,pull,208
71,pop,189
72,close,182
73,break,181
74,cry,180
75,drop,178
76,touch,173
77,bet,172
78,knock,171
79,sleep,171
80,jump,170
81,wash,166
82,catch,164
83,stand,161
84,write,160
85,roll,159
86,will,158
87,recognize,157
88,ask,156
89,dance,152
90,miss,147
91,sound,142
92,hide,133
93,seem,132
94,live,127
95,taste,126
96,understand,125
97,forget,121
98,fly,120
99,smell,119
100,point,119
