collection,transcript,reason
Eng-NA,CAPIL/child/11-72F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/11-72F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/11-72F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/13-66M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/13-66M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/13-66M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/13-66M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/14-72F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/14-72F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/14-72F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/14-72F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/15-68F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/15-68F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/15-68F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/15-68F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/16-72F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/16-72F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/16-72F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/16-72F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/17-69M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/17-69M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/17-69M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/17-69M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/18-67M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/18-67M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/18-67M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/18-67M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/19-61F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/19-61F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/19-61F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/19-61F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/20-74F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/20-74F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/20-74F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/20-74F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/21-66F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/21-66F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/21-66F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/21-66F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/23-67M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/23-67M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/23-67M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/23-67M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/24-64M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/24-64M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/24-64M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/24-64M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/25-64M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/25-64M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/25-64M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/25-64M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/26-80M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/26-80M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/26-80M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/26-80M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/27-82F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/27-82F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/27-82F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/27-82F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/30-65M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/30-65M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/30-65M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/30-65M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/31-65F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/31-65F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/31-65F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/31-65F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/32-65F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/32-65F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/32-65F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/32-65F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/33-78M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/33-78M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/33-78M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/33-78M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/34-78F_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/34-78F_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/34-78F_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/34-78F_School.cha,weak_text_identity
Eng-NA,CAPIL/child/35-65M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/35-65M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/35-65M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/35-65M_School.cha,weak_text_identity
Eng-NA,CAPIL/child/36-71M_Artist.cha,weak_text_identity
Eng-NA,CAPIL/child/36-71M_Convo.cha,weak_text_identity
Eng-NA,CAPIL/child/36-71M_Expos.cha,weak_text_identity
Eng-NA,CAPIL/child/36-71M_School.cha,weak_text_identity
Eng-NA,Champaign/21P/01G.cha,weak_text_identity
Eng-NA,Champaign/21P/03G.cha,weak_text_identity
Eng-NA,Champaign/21P/05G.cha,weak_text_identity
Eng-NA,Champaign/21P/06B.cha,weak_text_identity
Eng-NA,Champaign/21P/08G.cha,weak_text_identity
Eng-NA,Champaign/21P/09G.cha,weak_text_identity
Eng-NA,Champaign/21P/10G.cha,weak_text_identity
Eng-NA,Champaign/21P/11B.cha,weak_text_identity
Eng-NA,Champaign/21P/12G.cha,weak_text_identity
Eng-NA,Champaign/21P/13B.cha,weak_text_identity
Eng-NA,Champaign/21P/18B.cha,weak_text_identity
Eng-NA,Champaign/21P/19G.cha,weak_text_identity
Eng-NA,Champaign/21P/20G.cha,weak_text_identity
Eng-NA,Champaign/21P/21B.cha,weak_text_identity
Eng-NA,Champaign/21P/22B.cha,weak_text_identity
Eng-NA,Champaign/21P/25G.cha,weak_text_identity
Eng-NA,Champaign/21P/26B.cha,weak_text_identity
Eng-NA,Champaign/21P/28G.cha,weak_text_identity
Eng-NA,Champaign/21P/30B.cha,weak_text_identity
Eng-NA,Champaign/21P/33B.cha,weak_text_identity
Eng-NA,Champaign/21P/35G.cha,weak_text_identity
Eng-NA,Champaign/21P/36B.cha,weak_text_identity
Eng-NA,Champaign/21P/38G.cha,weak_text_identity
Eng-NA,Champaign/21P/39B.cha,weak_text_identity
Eng-NA,Champaign/21P/40B.cha,weak_text_identity
Eng-NA,Champaign/21P/41G.cha,weak_text_identity
Eng-NA,Champaign/21P/42B.cha,weak_text_identity
Eng-NA,Champaign/21P/43B.cha,weak_text_identity
Eng-NA,Champaign/21P/44B.cha,weak_text_identity
Eng-NA,Champaign/21P/45G.cha,weak_text_identity
Eng-NA,Champaign/21P/46G.cha,weak_text_identity
Eng-NA,Champaign/21P/47B.cha,weak_text_identity
Eng-NA,Champaign/21P/48B.cha,weak_text_identity
Eng-NA,Champaign/21P/49G.cha,weak_text_identity
Eng-NA,Champaign/21P/50B.cha,weak_text_identity
Eng-NA,Champaign/21P/51G.cha,weak_text_identity
Eng-NA,Champaign/21P/53G.cha,weak_text_identity
Eng-NA,Champaign/21P/54B.cha,weak_text_identity
Eng-NA,Champaign/21P/55G.cha,weak_text_identity
Eng-NA,Champaign/21P/57B.cha,weak_text_identity
Eng-NA,Champaign/21P/58G.cha,weak_text_identity
Eng-NA,Champaign/21P/59B.cha,weak_text_identity
Eng-NA,Champaign/21P/60G.cha,weak_text_identity
Eng-NA,Champaign/21P/61B.cha,weak_text_identity
Eng-NA,Champaign/21X/01G.cha,weak_text_identity
Eng-NA,Champaign/21X/03G.cha,weak_text_identity
Eng-NA,Champaign/21X/05G.cha,weak_text_identity
Eng-NA,Champaign/21X/06B.cha,weak_text_identity
Eng-NA,Champaign/21X/08G.cha,weak_text_identity
Eng-NA,Champaign/21X/09G.cha,weak_text_identity
Eng-NA,Champaign/21X/10G.cha,weak_text_identity
Eng-NA,Champaign/21X/11B.cha,weak_text_identity
Eng-NA,Champaign/21X/12G.cha,weak_text_identity
Eng-NA,Champaign/21X/13B.cha,weak_text_identity
Eng-NA,Champaign/21X/18B.cha,weak_text_identity
Eng-NA,Champaign/21X/19G.cha,weak_text_identity
Eng-NA,Champaign/21X/20G.cha,weak_text_identity
Eng-NA,Champaign/21X/21B.cha,weak_text_identity
Eng-NA,Champaign/21X/22B.cha,weak_text_identity
Eng-NA,Champaign/21X/25G.cha,weak_text_identity
Eng-NA,Champaign/21X/26B.cha,weak_text_identity
Eng-NA,Champaign/21X/28G.cha,weak_text_identity
Eng-NA,Champaign/21X/30B.cha,weak_text_identity
Eng-NA,Champaign/21X/33B.cha,weak_text_identity
Eng-NA,Champaign/21X/35G.cha,weak_text_identity
Eng-NA,Champaign/21X/36B.cha,weak_text_identity
Eng-NA,Champaign/21X/38G.cha,weak_text_identity
Eng-NA,Champaign/21X/39B.cha,weak_text_identity
Eng-NA,Champaign/21X/40B.cha,weak_text_identity
Eng-NA,Champaign/21X/41G.cha,weak_text_identity
Eng-NA,Champaign/21X/42B.cha,weak_text_identity
Eng-NA,Champaign/21X/43B.cha,weak_text_identity
Eng-NA,Champaign/21X/44B.cha,weak_text_identity
Eng-NA,Champaign/21X/45G.cha,weak_text_identity
Eng-NA,Champaign/21X/46G.cha,weak_text_identity
Eng-NA,Champaign/21X/47B.cha,weak_text_identity
Eng-NA,Champaign/21X/48B.cha,weak_text_identity
Eng-NA,Champaign/21X/49G.cha,weak_text_identity
Eng-NA,Champaign/21X/50B.cha,weak_text_identity
Eng-NA,Champaign/21X/51G.cha,weak_text_identity
Eng-NA,Champaign/21X/53G.cha,weak_text_identity
Eng-NA,Champaign/21X/54B.cha,weak_text_identity
Eng-NA,Champaign/21X/55G.cha,weak_text_identity
Eng-NA,Champaign/21X/57B.cha,weak_text_identity
Eng-NA,Champaign/21X/58G.cha,weak_text_identity
Eng-NA,Champaign/21X/59B.cha,weak_text_identity
Eng-NA,Champaign/21X/60G.cha,weak_text_identity
Eng-NA,Champaign/21X/61B.cha,weak_text_identity
Eng-NA,Champaign/24P/01G.cha,weak_text_identity
Eng-NA,Champaign/24P/03G.cha,weak_text_identity
Eng-NA,Champaign/24P/05G.cha,weak_text_identity
Eng-NA,Champaign/24P/06B.cha,weak_text_identity
Eng-NA,Champaign/24P/08G.cha,weak_text_identity
Eng-NA,Champaign/24P/09G.cha,weak_text_identity
Eng-NA,Champaign/24P/10G.cha,weak_text_identity
Eng-NA,Champaign/24P/11B.cha,weak_text_identity
Eng-NA,Champaign/24P/12G.cha,weak_text_identity
Eng-NA,Champaign/24P/13B.cha,weak_text_identity
Eng-NA,Champaign/24P/18B.cha,weak_text_identity
Eng-NA,Champaign/24P/19G.cha,weak_text_identity
Eng-NA,Champaign/24P/20G.cha,weak_text_identity
Eng-NA,Champaign/24P/21B.cha,weak_text_identity
Eng-NA,Champaign/24P/22B.cha,weak_text_identity
Eng-NA,Champaign/24P/25G.cha,weak_text_identity
Eng-NA,Champaign/24P/26B.cha,weak_text_identity
Eng-NA,Champaign/24P/28G.cha,weak_text_identity
Eng-NA,Champaign/24P/30B.cha,weak_text_identity
Eng-NA,Champaign/24P/33B.cha,weak_text_identity
Eng-NA,Champaign/24P/35G.cha,weak_text_identity
Eng-NA,Champaign/24P/36B.cha,weak_text_identity
Eng-NA,Champaign/24P/38G.cha,weak_text_identity
Eng-NA,Champaign/24P/39B.cha,weak_text_identity
Eng-NA,Champaign/24P/40B.cha,weak_text_identity
Eng-NA,Champaign/24P/41G.cha,weak_text_identity
Eng-NA,Champaign/24P/42B.cha,weak_text_identity
Eng-NA,Champaign/24P/43B.cha,weak_text_identity
Eng-NA,Champaign/24P/44B.cha,weak_text_identity
Eng-NA,Champaign/24P/45G.cha,weak_text_identity
Eng-NA,Champaign/24P/46G.cha,weak_text_identity
Eng-NA,Champaign/24P/47B.cha,weak_text_identity
Eng-NA,Champaign/24P/48B.cha,weak_text_identity
Eng-NA,Champaign/24P/49G.cha,weak_text_identity
Eng-NA,Champaign/24P/50B.cha,weak_text_identity
Eng-NA,Champaign/24P/51G.cha,weak_text_identity
Eng-NA,Champaign/24P/53G.cha,weak_text_identity
Eng-NA,Champaign/24P/54B.cha,weak_text_identity
Eng-NA,Champaign/24P/55G.cha,weak_text_identity
Eng-NA,Champaign/24P/57B.cha,weak_text_identity
Eng-NA,Champaign/24P/58G.cha,weak_text_identity
Eng-NA,Champaign/24P/59B.cha,weak_text_identity
Eng-NA,Champaign/24P/60G.cha,weak_text_identity
Eng-NA,Champaign/24P/61B.cha,weak_text_identity
Eng-NA,Champaign/24X/01G.cha,weak_text_identity
Eng-NA,Champaign/24X/03G.cha,weak_text_identity
Eng-NA,Champaign/24X/05G.cha,weak_text_identity
Eng-NA,Champaign/24X/06B.cha,weak_text_identity
Eng-NA,Champaign/24X/08G.cha,weak_text_identity
Eng-NA,Champaign/24X/09G.cha,weak_text_identity
Eng-NA,Champaign/24X/10G.cha,weak_text_identity
Eng-NA,Champaign/24X/11B.cha,weak_text_identity
Eng-NA,Champaign/24X/12G.cha,weak_text_identity
Eng-NA,Champaign/24X/13B.cha,weak_text_identity
Eng-NA,Champaign/24X/18B.cha,weak_text_identity
Eng-NA,Champaign/24X/19G.cha,weak_text_identity
Eng-NA,Champaign/24X/20G.cha,weak_text_identity
Eng-NA,Champaign/24X/21B.cha,weak_text_identity
Eng-NA,Champaign/24X/22B.cha,weak_text_identity
Eng-NA,Champaign/24X/25G.cha,weak_text_identity
Eng-NA,Champaign/24X/26B.cha,weak_text_identity
Eng-NA,Champaign/24X/28G.cha,weak_text_identity
Eng-NA,Champaign/24X/30B.cha,weak_text_identity
Eng-NA,Champaign/24X/33B.cha,weak_text_identity
Eng-NA,Champaign/24X/35G.cha,weak_text_identity
Eng-NA,Champaign/24X/36B.cha,weak_text_identity
Eng-NA,Champaign/24X/38G.cha,weak_text_identity
Eng-NA,Champaign/24X/39B.cha,weak_text_identity
Eng-NA,Champaign/24X/40B.cha,weak_text_identity
Eng-NA,Champaign/24X/41G.cha,weak_text_identity
Eng-NA,Champaign/24X/42B.cha,weak_text_identity
Eng-NA,Champaign/24X/43B.cha,weak_text_identity
Eng-NA,Champaign/24X/44B.cha,weak_text_identity
Eng-NA,Champaign/24X/45G.cha,weak_text_identity
Eng-NA,Champaign/24X/46G.cha,weak_text_identity
Eng-NA,Champaign/24X/47B.cha,weak_text_identity
Eng-NA,Champaign/24X/48B.cha,weak_text_identity
Eng-NA,Champaign/24X/49G.cha,weak_text_identity
Eng-NA,Champaign/24X/50B.cha,weak_text_identity
Eng-NA,Champaign/24X/51G.cha,weak_text_identity
Eng-NA,Champaign/24X/53G.cha,weak_text_identity
Eng-NA,Champaign/24X/54B.cha,weak_text_identity
Eng-NA,Champaign/24X/55G.cha,weak_text_identity
Eng-NA,Champaign/24X/57B.cha,weak_text_identity
Eng-NA,Champaign/24X/58G.cha,weak_text_identity
Eng-NA,Champaign/24X/59B.cha,weak_text_identity
Eng-NA,Champaign/24X/60G.cha,weak_text_identity
Eng-NA,Champaign/24X/61B.cha,weak_text_identity
Eng-NA,Champaign/27P/01G.cha,weak_text_identity
Eng-NA,Champaign/27P/03G.cha,weak_text_identity
Eng-NA,Champaign/27P/05G.cha,weak_text_identity
Eng-NA,Champaign/27P/06B.cha,weak_text_identity
Eng-NA,Champaign/27P/08G.cha,weak_text_identity
Eng-NA,Champaign/27P/09G.cha,weak_text_identity
Eng-NA,Champaign/27P/10G.cha,weak_text_identity
Eng-NA,Champaign/27P/11B.cha,weak_text_identity
Eng-NA,Champaign/27P/12G.cha,weak_text_identity
Eng-NA,Champaign/27P/13B.cha,weak_text_identity
Eng-NA,Champaign/27P/18B.cha,weak_text_identity
Eng-NA,Champaign/27P/19G.cha,weak_text_identity
Eng-NA,Champaign/27P/20G.cha,weak_text_identity
Eng-NA,Champaign/27P/21B.cha,weak_text_identity
Eng-NA,Champaign/27P/22B.cha,weak_text_identity
Eng-NA,Champaign/27P/25G.cha,weak_text_identity
Eng-NA,Champaign/27P/26B.cha,weak_text_identity
Eng-NA,Champaign/27P/28G.cha,weak_text_identity
Eng-NA,Champaign/27P/30B.cha,weak_text_identity
Eng-NA,Champaign/27P/33B.cha,weak_text_identity
Eng-NA,Champaign/27P/35G.cha,weak_text_identity
Eng-NA,Champaign/27P/36B.cha,weak_text_identity
Eng-NA,Champaign/27P/38G.cha,weak_text_identity
Eng-NA,Champaign/27P/39B.cha,weak_text_identity
Eng-NA,Champaign/27P/40B.cha,weak_text_identity
Eng-NA,Champaign/27P/41G.cha,weak_text_identity
Eng-NA,Champaign/27P/42B.cha,weak_text_identity
Eng-NA,Champaign/27P/43B.cha,weak_text_identity
Eng-NA,Champaign/27P/44B.cha,weak_text_identity
Eng-NA,Champaign/27P/45G.cha,weak_text_identity
Eng-NA,Champaign/27P/46G.cha,weak_text_identity
Eng-NA,Champaign/27P/47B.cha,weak_text_identity
Eng-NA,Champaign/27P/48B.cha,weak_text_identity
Eng-NA,Champaign/27P/49G.cha,weak_text_identity
Eng-NA,Champaign/27P/50B.cha,weak_text_identity
Eng-NA,Champaign/27P/51G.cha,weak_text_identity
Eng-NA,Champaign/27P/53G.cha,weak_text_identity
Eng-NA,Champaign/27P/54B.cha,weak_text_identity
Eng-NA,Champaign/27P/55G.cha,weak_text_identity
Eng-NA,Champaign/27P/57B.cha,weak_text_identity
Eng-NA,Champaign/27P/58G.cha,weak_text_identity
Eng-NA,Champaign/27P/59B.cha,weak_text_identity
Eng-NA,Champaign/27P/60G.cha,weak_text_identity
Eng-NA,Champaign/27P/61B.cha,weak_text_identity
Eng-NA,Champaign/27X/01G.cha,weak_text_identity
Eng-NA,Champaign/27X/03G.cha,weak_text_identity
Eng-NA,Champaign/27X/05G.cha,weak_text_identity
Eng-NA,Champaign/27X/06B.cha,weak_text_identity
Eng-NA,Champaign/27X/08G.cha,weak_text_identity
Eng-NA,Champaign/27X/09G.cha,weak_text_identity
Eng-NA,Champaign/27X/10G.cha,weak_text_identity
Eng-NA,Champaign/27X/11B.cha,weak_text_identity
Eng-NA,Champaign/27X/12G.cha,weak_text_identity
Eng-NA,Champaign/27X/13B.cha,weak_text_identity
Eng-NA,Champaign/27X/18B.cha,weak_text_identity
Eng-NA,Champaign/27X/19G.cha,weak_text_identity
Eng-NA,Champaign/27X/20G.cha,weak_text_identity
Eng-NA,Champaign/27X/21B.cha,weak_text_identity
Eng-NA,Champaign/27X/22B.cha,weak_text_identity
Eng-NA,Champaign/27X/25G.cha,weak_text_identity
Eng-NA,Champaign/27X/26B.cha,weak_text_identity
Eng-NA,Champaign/27X/28G.cha,weak_text_identity
Eng-NA,Champaign/27X/30B.cha,weak_text_identity
Eng-NA,Champaign/27X/33B.cha,weak_text_identity
Eng-NA,Champaign/27X/35G.cha,weak_text_identity
Eng-NA,Champaign/27X/36B.cha,weak_text_identity
Eng-NA,Champaign/27X/38G.cha,weak_text_identity
Eng-NA,Champaign/27X/39B.cha,weak_text_identity
Eng-NA,Champaign/27X/40B.cha,weak_text_identity
Eng-NA,Champaign/27X/41G.cha,weak_text_identity
Eng-NA,Champaign/27X/42B.cha,weak_text_identity
Eng-NA,Champaign/27X/43B.cha,weak_text_identity
Eng-NA,Champaign/27X/44B.cha,weak_text_identity
Eng-NA,Champaign/27X/45G.cha,weak_text_identity
Eng-NA,Champaign/27X/46G.cha,weak_text_identity
Eng-NA,Champaign/27X/47B.cha,weak_text_identity
Eng-NA,Champaign/27X/48B.cha,weak_text_identity
Eng-NA,Champaign/27X/49G.cha,weak_text_identity
Eng-NA,Champaign/27X/50B.cha,weak_text_identity
Eng-NA,Champaign/27X/51G.cha,weak_text_identity
Eng-NA,Champaign/27X/53G.cha,weak_text_identity
Eng-NA,Champaign/27X/54B.cha,weak_text_identity
Eng-NA,Champaign/27X/55G.cha,weak_text_identity
Eng-NA,Champaign/27X/57B.cha,weak_text_identity
Eng-NA,Champaign/27X/58G.cha,weak_text_identity
Eng-NA,Champaign/27X/59B.cha,weak_text_identity
Eng-NA,Champaign/27X/60G.cha,weak_text_identity
Eng-NA,Champaign/27X/61B.cha,weak_text_identity
Eng-NA,Champaign/30P/01G.cha,weak_text_identity
Eng-NA,Champaign/30P/03G.cha,weak_text_identity
Eng-NA,Champaign/30P/05G.cha,weak_text_identity
Eng-NA,Champaign/30P/06B.cha,weak_text_identity
Eng-NA,Champaign/30P/08G.cha,weak_text_identity
Eng-NA,Champaign/30P/09G.cha,weak_text_identity
Eng-NA,Champaign/30P/10G.cha,weak_text_identity
Eng-NA,Champaign/30P/11B.cha,weak_text_identity
Eng-NA,Champaign/30P/12G.cha,weak_text_identity
Eng-NA,Champaign/30P/13B.cha,weak_text_identity
Eng-NA,Champaign/30P/18B.cha,weak_text_identity
Eng-NA,Champaign/30P/19G.cha,weak_text_identity
Eng-NA,Champaign/30P/20G.cha,weak_text_identity
Eng-NA,Champaign/30P/21B.cha,weak_text_identity
Eng-NA,Champaign/30P/22B.cha,weak_text_identity
Eng-NA,Champaign/30P/25G.cha,weak_text_identity
Eng-NA,Champaign/30P/26B.cha,weak_text_identity
Eng-NA,Champaign/30P/28G.cha,weak_text_identity
Eng-NA,Champaign/30P/30B.cha,weak_text_identity
Eng-NA,Champaign/30P/33B.cha,weak_text_identity
Eng-NA,Champaign/30P/35G.cha,weak_text_identity
Eng-NA,Champaign/30P/36B.cha,weak_text_identity
Eng-NA,Champaign/30P/38G.cha,weak_text_identity
Eng-NA,Champaign/30P/39B.cha,weak_text_identity
Eng-NA,Champaign/30P/40B.cha,weak_text_identity
Eng-NA,Champaign/30P/41G.cha,weak_text_identity
Eng-NA,Champaign/30P/42B.cha,weak_text_identity
Eng-NA,Champaign/30P/43B.cha,weak_text_identity
Eng-NA,Champaign/30P/44B.cha,weak_text_identity
Eng-NA,Champaign/30P/45G.cha,weak_text_identity
Eng-NA,Champaign/30P/46G.cha,weak_text_identity
Eng-NA,Champaign/30P/47B.cha,weak_text_identity
Eng-NA,Champaign/30P/48B.cha,weak_text_identity
Eng-NA,Champaign/30P/49G.cha,weak_text_identity
Eng-NA,Champaign/30P/50B.cha,weak_text_identity
Eng-NA,Champaign/30P/51G.cha,weak_text_identity
Eng-NA,Champaign/30P/53G.cha,weak_text_identity
Eng-NA,Champaign/30P/54B.cha,weak_text_identity
Eng-NA,Champaign/30P/55G.cha,weak_text_identity
Eng-NA,Champaign/30P/57B.cha,weak_text_identity
Eng-NA,Champaign/30P/58G.cha,weak_text_identity
Eng-NA,Champaign/30P/59B.cha,weak_text_identity
Eng-NA,Champaign/30P/60G.cha,weak_text_identity
Eng-NA,Champaign/30P/61B.cha,weak_text_identity
Eng-NA,Champaign/30X/01G.cha,weak_text_identity
Eng-NA,Champaign/30X/03G.cha,weak_text_identity
Eng-NA,Champaign/30X/05G.cha,weak_text_identity
Eng-NA,Champaign/30X/06B.cha,weak_text_identity
Eng-NA,Champaign/30X/08G.cha,weak_text_identity
Eng-NA,Champaign/30X/09G.cha,weak_text_identity
Eng-NA,Champaign/30X/10G.cha,weak_text_identity
Eng-NA,Champaign/30X/11B.cha,weak_text_identity
Eng-NA,Champaign/30X/12G.cha,weak_text_identity
Eng-NA,Champaign/30X/13B.cha,weak_text_identity
Eng-NA,Champaign/30X/18B.cha,weak_text_identity
Eng-NA,Champaign/30X/19G.cha,weak_text_identity
Eng-NA,Champaign/30X/20G.cha,weak_text_identity
Eng-NA,Champaign/30X/21B.cha,weak_text_identity
Eng-NA,Champaign/30X/22B.cha,weak_text_identity
Eng-NA,Champaign/30X/25G.cha,weak_text_identity
Eng-NA,Champaign/30X/26B.cha,weak_text_identity
Eng-NA,Champaign/30X/28G.cha,weak_text_identity
Eng-NA,Champaign/30X/30B.cha,weak_text_identity
Eng-NA,Champaign/30X/33B.cha,weak_text_identity
Eng-NA,Champaign/30X/35G.cha,weak_text_identity
Eng-NA,Champaign/30X/36B.cha,weak_text_identity
Eng-NA,Champaign/30X/38G.cha,weak_text_identity
Eng-NA,Champaign/30X/39B.cha,weak_text_identity
Eng-NA,Champaign/30X/40B.cha,weak_text_identity
Eng-NA,Champaign/30X/41G.cha,weak_text_identity
Eng-NA,Champaign/30X/42B.cha,weak_text_identity
Eng-NA,Champaign/30X/43B.cha,weak_text_identity
Eng-NA,Champaign/30X/44B.cha,weak_text_identity
Eng-NA,Champaign/30X/45G.cha,weak_text_identity
Eng-NA,Champaign/30X/46G.cha,weak_text_identity
Eng-NA,Champaign/30X/47B.cha,weak_text_identity
Eng-NA,Champaign/30X/48B.cha,weak_text_identity
Eng-NA,Champaign/30X/49G.cha,weak_text_identity
Eng-NA,Champaign/30X/50B.cha,weak_text_identity
Eng-NA,Champaign/30X/51G.cha,weak_text_identity
Eng-NA,Champaign/30X/53G.cha,weak_text_identity
Eng-NA,Champaign/30X/54B.cha,weak_text_identity
Eng-NA,Champaign/30X/55G.cha,weak_text_identity
Eng-NA,Champaign/30X/57B.cha,weak_text_identity
Eng-NA,Champaign/30X/58G.cha,weak_text_identity
Eng-NA,Champaign/30X/59B.cha,weak_text_identity
Eng-NA,Champaign/30X/60G.cha,weak_text_identity
Eng-NA,Champaign/30X/61B.cha,weak_text_identity
Eng-NA,Champaign/33P/01G.cha,weak_text_identity
Eng-NA,Champaign/33P/03G.cha,weak_text_identity
Eng-NA,Champaign/33P/06B.cha,weak_text_identity
Eng-NA,Champaign/33P/08G.cha,weak_text_identity
Eng-NA,Champaign/33P/09G.cha,weak_text_identity
Eng-NA,Champaign/33P/10G.cha,weak_text_identity
Eng-NA,Champaign/33P/11B.cha,weak_text_identity
Eng-NA,Champaign/33P/12G.cha,weak_text_identity
Eng-NA,Champaign/33P/18B.cha,weak_text_identity
Eng-NA,Champaign/33P/19G.cha,weak_text_identity
Eng-NA,Champaign/33P/20G.cha,weak_text_identity
Eng-NA,Champaign/33P/21B.cha,weak_text_identity
Eng-NA,Champaign/33P/22B.cha,weak_text_identity
Eng-NA,Champaign/33P/25G.cha,weak_text_identity
Eng-NA,Champaign/33P/26B.cha,weak_text_identity
Eng-NA,Champaign/33P/28G.cha,weak_text_identity
Eng-NA,Champaign/33P/30B.cha,weak_text_identity
Eng-NA,Champaign/33P/33B.cha,weak_text_identity
Eng-NA,Champaign/33P/35G.cha,weak_text_identity
Eng-NA,Champaign/33P/36B.cha,weak_text_identity
Eng-NA,Champaign/33P/38G.cha,weak_text_identity
Eng-NA,Champaign/33P/39B.cha,weak_text_identity
Eng-NA,Champaign/33P/40B.cha,weak_text_identity
Eng-NA,Champaign/33P/41G.cha,weak_text_identity
Eng-NA,Champaign/33P/42B.cha,weak_text_identity
Eng-NA,Champaign/33P/43B.cha,weak_text_identity
