rank,verb,frequency
1,be,8071
2,go,2001
3,do,1343
4,have,1324
5,know,1277
6,get,1119
7,say,839
8,think,829
9,see,726
10,eat,689
11,want,615
12,like,595
13,look,529
14,wanna,484
15,come,410
16,make,395
17,tell,359
18,put,349
19,happen,280
20,play,253
21,read,241
22,take,212
23,stick,185
24,start,175
25,try,170
26,give,170
27,find,164
28,remember,150
29,need,149
30,call,146
31,use,143
32,live,140
33,sit,131
34,mean,129
35,fly,120
36,talk,119
37,drink,118
38,stay,107
39,feel,106
40,work,99
41,hear,95
42,leave,94
43,ask,93
44,keep,88
45,bring,83
46,fall,83
47,run,79
48,pick,77
49,love,75
50,wave,74
51,turn,73
52,help,70
53,can,70
54,build,68
55,let,63
56,guess,62
57,watch,62
58,finish,59
59,buy,54
60,grow,53
61,end,52
62,walk,47
63,laugh,46
64,roll,45
65,wait,44
66,move,44
67,jump,44
68,open,43
69,hafta,43
70,show,40
71,rain,39
72,land,39
73,sound,38
74,will,37
75,lie,37
76,stop,36
77,drip,36
78,pack,35
79,needta,35
80,roar,35
81,dig,34
82,hold,33
83,miss,33
84,could,33
85,listen,33
86,nibble,33
87,learn,32
88,wash,32
89,bet,32
90,drive,32
91,scar,32
92,carry,31
93,pull,31
94,taste,30
95,lose,30
96,fit,30
97,useta,29
98,break,29
99,forget,29
100,cut,29
