rank,verb,frequency
1,do,2787
2,go,2330
3,think,2020
4,have,1874
5,know,1728
6,want,1505
7,say,1455
8,get,1114
9,see,1080
10,like,973
11,tell,452
12,make,450
13,look,384
14,mean,384
15,play,376
16,start,310
17,come,286
18,eat,274
19,put,257
20,happen,244
21,take,233
22,remember,210
23,read,203
24,hit,187
25,need,166
26,call,154
27,try,149
28,use,141
29,give,133
30,can,129
31,wear,129
32,help,128
33,talk,114
34,move,110
35,sound,99
36,hear,97
37,love,97
38,paint,92
39,work,85
40,ask,82
41,show,81
42,learn,78
43,bet,74
44,brush,73
45,guess,69
46,feed,69
47,keep,68
48,wash,67
49,grow,66
50,share,64
51,pick,63
52,dress,63
53,find,62
54,understand,62
55,live,62
56,fix,62
57,turn,62
58,press,62
59,let,61
60,feel,59
61,sit,59
62,skip,57
63,finish,54
64,hold,51
65,will,51
66,bring,49
67,watch,49
68,drive,49
69,build,48
70,write,47
71,fall,46
72,forget,46
73,could,45
74,jump,44
75,walk,42
76,catch,40
77,run,39
78,push,39
79,win,39
80,lose,37
81,throw,36
82,would,35
83,believe,35
84,buy,35
85,stay,34
86,miss,34
87,pretend,34
88,speak,33
89,draw,32
90,sew,32
91,stop,29
92,hurt,29
93,pour,28
94,drink,27
95,die,27
96,hate,26
97,break,26
98,fly,26
99,tie,25
100,climb,25
