rank,verb,frequency
1,go,2707
2,do,2506
3,want,2108
4,have,1915
5,think,1768
6,know,1639
7,get,1130
8,say,1124
9,like,906
10,see,830
11,tell,418
12,make,373
13,eat,373
14,look,329
15,read,328
16,put,310
17,mean,302
18,start,284
19,come,273
20,play,271
21,write,267
22,hit,231
23,take,198
24,need,193
25,try,159
26,use,144
27,give,143
28,help,142
29,remember,141
30,call,140
31,can,137
32,happen,126
33,love,119
34,move,116
35,hear,115
36,work,113
37,sound,111
38,talk,106
39,wear,100
40,feel,93
41,ask,93
42,guess,83
43,live,78
44,learn,77
45,sit,77
46,keep,76
47,paint,71
48,find,69
49,pick,69
50,finish,68
51,grow,67
52,spell,67
53,forget,65
54,brush,63
55,bring,62
56,skip,60
57,share,60
58,wash,60
59,miss,58
60,let,53
61,stop,53
62,show,52
63,dress,52
64,leave,51
65,turn,49
66,wait,45
67,press,45
68,understand,41
69,build,41
70,haft,38
71,walk,38
72,will,37
73,buy,36
74,watch,35
75,fall,34
76,would,34
77,hold,33
78,feed,33
79,stay,31
80,become,31
81,hurt,31
82,pretend,31
83,bet,29
84,teach,29
85,send,28
86,flip,27
87,win,27
88,cut,26
89,swing,26
90,figure,25
91,hope,25
92,notice,25
93,throw,25
94,sleep,25
95,listen,24
96,sing,24
97,tie,24
98,believe,23
99,break,23
100,lose,23
