rank,verb,frequency
1,have,6161
2,go,5232
3,think,5075
4,know,3887
5,like,3792
6,do,3709
7,get,3234
8,want,2822
9,play,2157
10,say,1715
11,see,1659
12,try,1019
13,look,1016
14,put,925
15,mean,829
16,recognize,805
17,make,803
18,seem,770
19,eat,755
20,come,621
21,love,564
22,read,509
23,take,470
24,guess,448
25,give,422
26,pick,374
27,hear,334
28,need,331
29,sit,328
30,start,327
31,find,289
32,feel,275
33,remember,271
34,notice,257
35,talk,251
36,keep,244
37,tell,220
38,ask,219
39,show,215
40,prefer,213
41,use,198
42,hold,195
43,fall,193
44,can,186
45,chew,183
46,let,178
47,pull,174
48,throw,171
49,work,157
50,help,133
51,turn,129
52,move,124
53,walk,123
54,watch,121
55,call,117
56,touch,112
57,stand,110
58,change,110
59,crawl,109
60,grab,108
61,shake,108
62,feed,106
63,sing,105
64,care,105
65,dunno,103
66,bang,102
67,bring,96
68,drop,92
69,drink,92
70,will,90
71,roll,87
72,tend,85
73,leave,84
74,hurt,82
75,push,82
76,sound,80
77,wonder,79
78,enjoy,79
79,open,76
80,stay,76
81,would,72
82,pretend,70
83,forget,68
84,wash,68
85,run,67
86,taste,67
87,wave,66
88,spend,65
89,stop,64
90,happen,63
91,clean,62
92,pay,62
93,smile,62
94,knock,61
95,learn,61
96,laugh,58
97,understand,55
98,wear,54
99,close,53
100,fit,52
