rank,average_proportion,num_verbs,sd_proportion
1,0.41245961011111215,100,0.17386610098489283
2,0.17537965189957508,100,0.07325011944079199
3,0.10263247111158384,100,0.04679323664565148
4,0.06563632285401892,100,0.0281106686198877
5,0.045241886283663144,98,0.021660326524471217
6,0.03124657188416998,98,0.01485648369340104
7,0.02289971246617196,97,0.01275775489956748
8,0.01617923821547721,97,0.009764313538225388
9,0.011582793536857691,97,0.0073086103190376775
10,0.009156573342715175,96,0.005596957645296706
11,0.007664864045125807,96,0.004585615033547929
12,0.006582612590415187,94,0.0037801835370730188
13,0.005725234210475586,94,0.0030174341466019075
14,0.0052050637777517035,93,0.002626116957894505
15,0.004872693161841489,92,0.002479307721073198
16,0.0046060308940706176,90,0.00247795766294858
17,0.00447176140649943,88,0.0024534946672615555
18,0.004012506371297248,88,0.0020117421120552097
19,0.003886494790409481,88,0.0020212614484561085
20,0.00363141886616927,88,0.0018822727419863614
21,0.0035662630740977553,88,0.0018401378037050011
22,0.003464300375303268,88,0.0018431816108002016
23,0.0033830874679438446,87,0.0018341206417598949
24,0.0032520676119084263,85,0.0017367582951203608
25,0.003151069348794082,82,0.001726343235805143
26,0.002948590305273208,76,0.0016727326318968488
27,0.0028991049379533387,75,0.001669606320580789
28,0.002824805880725663,75,0.001639981009675845
29,0.0027910603013016327,75,0.001650096938354175
30,0.0026252649566592995,72,0.0015494353037708425
31,0.0025590805660428728,71,0.0015021127361811177
32,0.002557211354756575,71,0.0015042512211665136
33,0.0024621566124205427,69,0.0014530533339372474
34,0.0024034977835656647,68,0.001422405478786376
35,0.0024002376526142365,68,0.0014262636727761287
36,0.0023038502881790714,64,0.0014161411639399427
37,0.0022440291632565947,61,0.0013813458099644713
38,0.0022601701302411336,60,0.001387966737781199
39,0.002279953894976772,58,0.0014075384253784237
40,0.0022418004375604718,57,0.001416383190978743
41,0.002214741257821326,55,0.0014334290141851498
42,0.0021222858001833382,54,0.0014238390365232704
43,0.0020654224405104826,52,0.0014465541489469048
44,0.002053352975668471,51,0.0014583013550187787
45,0.0019699215036199664,49,0.0014178933046769483
46,0.0017129268718429757,45,0.0011058097274654697
47,0.0016467435773719597,43,0.00111773429495749
48,0.001545219678635627,40,0.001075732561356732
49,0.0015040455134230368,39,0.001083739094816049
50,0.0013758939033860882,36,0.0010485988944310153
51,0.00131777283983537,35,0.001011482066553584
52,0.0012853159378877848,34,0.001008023222084321
53,0.0012853159378877848,34,0.001008023222084321
54,0.0012853159378877848,34,0.001008023222084321
55,0.0012905980237249682,31,0.001022846843001398
56,0.0012905980237249682,31,0.001022846843001398
57,0.0012191831567047856,30,0.0009722656528865369
58,0.0012191831567047856,30,0.0009722656528865369
59,0.0011309941859477342,29,0.0008911591126926938
60,0.001113744181635233,29,0.0008985859502976892
61,0.001113744181635233,29,0.0008985859502976892
62,0.0011084643227130633,29,0.0009030072960675802
63,0.0010904683864096441,29,0.000895832543877579
64,0.0010779521791313552,28,0.0009096853808124037
65,0.0010281982781342473,27,0.0008873426530813511
66,0.0009937562746869608,26,0.0008926745443209702
67,0.0009937562746869608,26,0.0008926745443209702
68,0.0009201549598117833,24,0.0008902501619827407
69,0.0007869415343679512,23,0.0006191215272955186
70,0.0007869415343679512,23,0.0006191215272955186
71,0.0006672788993509149,22,0.0004397272224707852
72,0.0006419628839328533,20,0.00038197634905238256
73,0.0006419628839328533,20,0.00038197634905238256
74,0.0006419628839328533,20,0.00038197634905238256
75,0.000622711449325017,20,0.0003767798627603137
76,0.0006186804361684021,19,0.0003866611773436353
77,0.0006134766019833747,19,0.0003904783095398108
78,0.0006134766019833747,19,0.0003904783095398108
79,0.0006134766019833747,19,0.0003904783095398108
80,0.0006134766019833747,19,0.0003904783095398108
81,0.0006134766019833747,19,0.0003904783095398108
82,0.0006134766019833747,19,0.0003904783095398108
83,0.0006134766019833747,19,0.0003904783095398108
84,0.0006134766019833747,19,0.0003904783095398108
85,0.0006134766019833747,19,0.0003904783095398108
86,0.0006042910687948428,18,0.0003996810249623128
87,0.0006042910687948428,18,0.0003996810249623128
88,0.0005969180687211128,18,0.0004048976566029036
89,0.0005969180687211128,18,0.0004048976566029036
