age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
0-12mo,1.4399999999999995,2.9058139714143157e-05,135499,64581,692,862,ok,eng_na,Eng-NA,UD: strict rule
12-24mo,1.4799999999999993,1.7258985996816775e-06,326069,111031,1408,1114,ok,eng_na,Eng-NA,UD: strict rule
24-36mo,1.4499999999999995,2.054255457047021e-06,507763,238262,2276,1467,ok,eng_na,Eng-NA,UD: strict rule
36-48mo,1.4399999999999995,1.4514528889619903e-06,254344,125147,1936,1249,ok,eng_na,Eng-NA,UD: strict rule
48-60mo,1.4499999999999995,1.2674179151751584e-06,143539,75834,1466,1075,ok,eng_na,Eng-NA,UD: strict rule
60-72mo,1.4799999999999993,3.3247685592890075e-06,117590,56743,1035,859,ok,eng_na,Eng-NA,UD: strict rule
72-84mo,1.4699999999999993,1.2141671769336367e-06,58898,28181,565,650,ok,eng_na,Eng-NA,UD: strict rule
84-96mo,1.5499999999999994,1.563199659144586e-06,64071,27686,560,673,ok,eng_na,Eng-NA,UD: strict rule
