rank,verb,frequency
1,go,1916
2,have,1311
3,know,1263
4,do,1228
5,get,1132
6,want,1118
7,be,988
8,think,822
9,say,782
10,eat,678
11,like,658
12,look,519
13,see,491
14,come,417
15,make,375
16,tell,338
17,put,306
18,happen,216
19,play,212
20,stick,200
21,take,195
22,read,194
23,find,186
24,start,173
25,need,170
26,give,167
27,live,161
28,remember,150
29,call,143
30,use,139
31,mean,131
32,try,127
33,sit,124
34,fly,121
35,talk,117
36,drink,114
37,stay,106
38,work,98
39,feel,93
40,hear,93
41,keep,87
42,ask,87
43,bring,85
44,love,84
45,fall,80
46,can,75
47,run,75
48,wave,72
49,pick,71
50,leave,70
51,turn,69
52,guess,61
53,help,59
54,build,58
55,let,57
56,watch,54
57,finish,53
58,buy,53
59,end,51
60,grow,50
61,roll,46
62,walk,45
63,will,44
64,lay,43
65,scare,42
66,open,41
67,land,40
68,jump,40
69,forget,39
70,sound,38
71,rain,38
72,wait,35
73,dripp,35
74,pack,34
75,roar,34
76,show,33
77,stop,33
78,nibble,33
79,miss,32
80,learn,32
81,lose,32
82,fit,31
83,carry,31
84,hold,30
85,could,30
86,bet,30
87,drive,30
88,move,29
89,wash,29
90,cook,29
91,taste,28
92,break,28
93,write,28
94,dig,28
95,charge,28
96,throw,27
97,listen,27
98,wonder,26
99,drop,26
100,hurt,26
