age_group,baseline_top_position,verb,subject,spacy_frequency,ud_frequency,spacy_table_available,ud_table_available
24-36mo,1,be,tickle,5.0,0.0,True,True
24-36mo,1,be,tickles,2.0,0.0,True,True
24-36mo,1,be,tickles_baby,1.0,0.0,True,True
24-36mo,1,be,ticklish,1.0,0.0,True,True
24-36mo,1,be,tickly,2.0,0.0,True,True
24-36mo,1,be,tiddles,3.0,0.0,True,True
24-36mo,1,be,tidy,1.0,0.0,True,True
24-36mo,1,be,tie,7.0,0.0,True,True
24-36mo,1,be,tier,4.0,0.0,True,True
24-36mo,1,be,tiere,2.0,0.0,True,True
24-36mo,1,be,tig,4.0,0.0,True,True
24-36mo,1,be,tiger,110.0,9.0,True,True
24-36mo,1,be,tigger,50.0,4.0,True,True
24-36mo,1,be,tigger'll,1.0,0.0,True,True
24-36mo,1,be,tigger_egger,1.0,0.0,True,True
24-36mo,1,be,tiggy,2.0,0.0,True,True
24-36mo,1,be,tight,3.0,0.0,True,True
24-36mo,1,be,tijn,1.0,0.0,True,True
24-36mo,1,be,tiki,3.0,0.0,True,True
24-36mo,1,be,till,2.0,0.0,True,True
24-36mo,1,be,time,87.0,9.0,True,True
24-36mo,1,be,timer,0.0,1.0,True,True
24-36mo,1,be,timiam,1.0,0.0,True,True
24-36mo,1,be,timmy,102.0,0.0,True,True
24-36mo,1,be,timo,1.0,0.0,True,True
24-36mo,1,be,timothy,2.0,0.0,True,True
24-36mo,1,be,tin,16.0,0.0,True,True
24-36mo,1,be,tina,1.0,0.0,True,True
24-36mo,1,be,tinkey_winkey,1.0,0.0,True,True
24-36mo,1,be,tinky_winky,13.0,0.0,True,True
24-36mo,1,be,tiny,3.0,1.0,True,True
24-36mo,1,be,tiny_pig,2.0,0.0,True,True
24-36mo,1,be,tiny_tear,4.0,0.0,True,True
24-36mo,1,be,tip,3.0,0.0,True,True
24-36mo,1,be,tire,8.0,2.0,True,True
24-36mo,1,be,tis,1.0,0.0,True,True
24-36mo,1,be,tissue,21.0,5.0,True,True
24-36mo,1,be,tistaklī,1.0,0.0,True,True
24-36mo,1,be,title,4.0,0.0,True,True
24-36mo,1,be,tittlemouse,1.0,0.0,True,True
24-36mo,1,be,tja,2.0,0.0,True,True
24-36mo,1,be,tnt,1.0,0.0,True,True
24-36mo,1,be,toad,9.0,0.0,True,True
24-36mo,1,be,toadstool,2.0,0.0,True,True
24-36mo,1,be,toast,43.0,5.0,True,True
24-36mo,1,be,toaster,1.0,0.0,True,True
24-36mo,1,be,toasty,1.0,0.0,True,True
24-36mo,1,be,toby,25.0,0.0,True,True
24-36mo,1,be,tock,3.0,0.0,True,True
24-36mo,1,be,today,107.0,1.0,True,True
24-36mo,1,be,toddler,7.0,0.0,True,True
24-36mo,1,be,toddy,6.0,0.0,True,True
24-36mo,1,be,toe,55.0,6.0,True,True
24-36mo,1,be,toe_toe,1.0,0.0,True,True
24-36mo,1,be,toenail,2.0,0.0,True,True
24-36mo,1,be,tog,1.0,0.0,True,True
24-36mo,1,be,toil,0.0,1.0,True,True
24-36mo,1,be,toilet,9.0,1.0,True,True
24-36mo,1,be,toilette,1.0,0.0,True,True
24-36mo,1,be,toko,1.0,0.0,True,True
24-36mo,1,be,toll,1.0,0.0,True,True
24-36mo,1,be,tolles,1.0,0.0,True,True
24-36mo,1,be,tom,26.0,0.0,True,True
24-36mo,1,be,tom_the_crocodile,1.0,0.0,True,True
24-36mo,1,be,tomato,18.0,1.0,True,True
24-36mo,1,be,tomatos,1.0,0.0,True,True
24-36mo,1,be,tommy,1.0,1.0,True,True
24-36mo,1,be,tomorrow,14.0,0.0,True,True
24-36mo,1,be,ton,0.0,4.0,True,True
24-36mo,1,be,tong,3.0,1.0,True,True
24-36mo,1,be,tongue,38.0,3.0,True,True
24-36mo,1,be,tonight,1.0,0.0,True,True
24-36mo,1,be,tonikaku,1.0,0.0,True,True
24-36mo,1,be,tonsil,3.0,1.0,True,True
24-36mo,1,be,tony,3.0,0.0,True,True
24-36mo,1,be,tool,13.0,4.0,True,True
24-36mo,1,be,tool+bag,1.0,0.0,True,True
24-36mo,1,be,tool+box,1.0,0.0,True,True
24-36mo,1,be,toolbelt,1.0,0.0,True,True
24-36mo,1,be,toolbox,1.0,0.0,True,True
24-36mo,1,be,toot,9.0,0.0,True,True
24-36mo,1,be,tooth,69.0,5.0,True,True
24-36mo,1,be,tooth+brush,1.0,0.0,True,True
24-36mo,1,be,toothache,1.0,0.0,True,True
24-36mo,1,be,toothbrush,20.0,1.0,True,True
24-36mo,1,be,toothpaste,11.0,0.0,True,True
24-36mo,1,be,toottootshop,1.0,0.0,True,True
24-36mo,1,be,top,62.0,5.0,True,True
24-36mo,1,be,topher_columbus,1.0,0.0,True,True
24-36mo,1,be,topka,1.0,0.0,True,True
24-36mo,1,be,topsey,2.0,0.0,True,True
24-36mo,1,be,topsy,1.0,0.0,True,True
24-36mo,1,be,topsy_turvy,1.0,0.0,True,True
24-36mo,1,be,torch,9.0,0.0,True,True
24-36mo,1,be,tornado,0.0,1.0,True,True
24-36mo,1,be,tortilla,1.0,0.0,True,True
24-36mo,1,be,tortoise,4.0,0.0,True,True
24-36mo,1,be,tortoiseshell,1.0,0.0,True,True
24-36mo,1,be,tots_tv,1.0,0.0,True,True
24-36mo,1,be,toucan,1.0,0.0,True,True
24-36mo,1,be,touch,3.0,0.0,True,True
24-36mo,1,be,tova,1.0,0.0,True,True
24-36mo,1,be,tow+bar,1.0,0.0,True,True
24-36mo,1,be,towel,35.0,8.0,True,True
24-36mo,1,be,tower,16.0,5.0,True,True
24-36mo,1,be,towl,0.0,1.0,True,True
24-36mo,1,be,town,5.0,0.0,True,True
24-36mo,1,be,toy,182.0,89.0,True,True
24-36mo,1,be,toy+box,3.0,0.0,True,True
24-36mo,1,be,toy_story,1.0,0.0,True,True
24-36mo,1,be,toybox,1.0,0.0,True,True
24-36mo,1,be,track,28.0,0.0,True,True
24-36mo,1,be,tractor,90.0,11.0,True,True
24-36mo,1,be,tracy,2.0,0.0,True,True
24-36mo,1,be,traffic,2.0,0.0,True,True
24-36mo,1,be,trail,0.0,1.0,True,True
24-36mo,1,be,trailer,13.0,2.0,True,True
24-36mo,1,be,trailor,1.0,0.0,True,True
24-36mo,1,be,train,193.0,19.0,True,True
24-36mo,1,be,trainer,1.0,0.0,True,True
24-36mo,1,be,training,1.0,0.0,True,True
24-36mo,1,be,tram,1.0,0.0,True,True
24-36mo,1,be,tramp,2.0,0.0,True,True
24-36mo,1,be,trampoline,1.0,0.0,True,True
24-36mo,1,be,transformer,2.0,1.0,True,True
24-36mo,1,be,transmitter,1.0,0.0,True,True
24-36mo,1,be,transporter,1.0,0.0,True,True
24-36mo,1,be,trap,2.0,0.0,True,True
24-36mo,1,be,trapeze,1.0,0.0,True,True
24-36mo,1,be,trash,4.0,0.0,True,True
24-36mo,1,be,travis,6.0,0.0,True,True
24-36mo,1,be,tray,11.0,2.0,True,True
24-36mo,1,be,treabă,1.0,0.0,True,True
24-36mo,1,be,treadmill,1.0,0.0,True,True
24-36mo,1,be,treasure,11.0,0.0,True,True
24-36mo,1,be,treat,4.0,0.0,True,True
24-36mo,1,be,tree,122.0,7.0,True,True
24-36mo,1,be,treehouse,1.0,0.0,True,True
24-36mo,1,be,tren,1.0,0.0,True,True
24-36mo,1,be,trenche,0.0,1.0,True,True
24-36mo,1,be,trevor,6.0,0.0,True,True
24-36mo,1,be,triangle,24.0,0.0,True,True
24-36mo,1,be,triceratop,4.0,0.0,True,True
24-36mo,1,be,triceratops,1.0,0.0,True,True
24-36mo,1,be,tricey_dick,1.0,0.0,True,True
24-36mo,1,be,trick,10.0,0.0,True,True
24-36mo,1,be,trickortreat,2.0,0.0,True,True
24-36mo,1,be,trickortreating,1.0,0.0,True,True
24-36mo,1,be,tricycle,2.0,0.0,True,True
24-36mo,1,be,trike,1.0,0.0,True,True
24-36mo,1,be,trinkt,1.0,0.0,True,True
24-36mo,1,be,trip,4.0,0.0,True,True
24-36mo,1,be,tripod,1.0,0.0,True,True
24-36mo,1,be,trish,1.0,0.0,True,True
24-36mo,1,be,tritan,1.0,0.0,True,True
24-36mo,1,be,triton,1.0,0.0,True,True
24-36mo,1,be,troll,1.0,1.0,True,True
24-36mo,1,be,trolley,2.0,1.0,True,True
24-36mo,1,be,trophy,1.0,0.0,True,True
24-36mo,1,be,trouble,64.0,0.0,True,True
24-36mo,1,be,troublesome,3.0,0.0,True,True
24-36mo,1,be,trough,4.0,0.0,True,True
24-36mo,1,be,trouser,64.0,0.0,True,True
24-36mo,1,be,tru,1.0,0.0,True,True
24-36mo,1,be,truck,202.0,45.0,True,True
24-36mo,1,be,truckbot,1.0,0.0,True,True
24-36mo,1,be,trumpet,2.0,0.0,True,True
24-36mo,1,be,trunk,12.0,1.0,True,True
24-36mo,1,be,truth,4.0,0.0,True,True
24-36mo,1,be,try,1.0,0.0,True,True
24-36mo,1,be,träum,1.0,0.0,True,True
24-36mo,1,be,tsch,1.0,0.0,True,True
24-36mo,1,be,tsim_sha_tsui,1.0,0.0,True,True
24-36mo,1,be,tsk,1.0,0.0,True,True
24-36mo,1,be,tte,1.0,0.0,True,True
24-36mo,1,be,tteiuka,3.0,0.0,True,True
24-36mo,1,be,tub,3.0,1.0,True,True
24-36mo,1,be,tuba,2.0,1.0,True,True
24-36mo,1,be,tubbie_toast,1.0,0.0,True,True
24-36mo,1,be,tubbies,1.0,0.0,True,True
24-36mo,1,be,tubby_custard,1.0,0.0,True,True
24-36mo,1,be,tubbytubby,1.0,0.0,True,True
24-36mo,1,be,tube,2.0,1.0,True,True
24-36mo,1,be,tuck,1.0,0.0,True,True
24-36mo,1,be,tud,1.0,0.0,True,True
24-36mo,1,be,tudod,1.0,0.0,True,True
24-36mo,1,be,tuesday,4.0,0.0,True,True
24-36mo,1,be,tug_of_war,1.0,0.0,True,True
24-36mo,1,be,tuj,3.0,0.0,True,True
24-36mo,1,be,tuka,1.0,0.0,True,True
24-36mo,1,be,tulip,3.0,0.0,True,True
24-36mo,1,be,tumble_tots,1.0,0.0,True,True
24-36mo,1,be,tummy,50.0,1.0,True,True
24-36mo,1,be,tummys,1.0,0.0,True,True
24-36mo,1,be,tuna,3.0,0.0,True,True
24-36mo,1,be,tune,2.0,0.0,True,True
24-36mo,1,be,tunnel,21.0,4.0,True,True
24-36mo,1,be,tupty,1.0,0.0,True,True
24-36mo,1,be,turbo,1.0,0.0,True,True
24-36mo,1,be,turkey,26.0,4.0,True,True
24-36mo,1,be,turkey+burger,1.0,0.0,True,True
24-36mo,1,be,turkeys,1.0,0.0,True,True
24-36mo,1,be,turn,14.0,0.0,True,True
24-36mo,1,be,turn+signal,1.0,0.0,True,True
24-36mo,1,be,turnip,4.0,0.0,True,True
24-36mo,1,be,turret,0.0,1.0,True,True
24-36mo,1,be,turtle,23.0,4.0,True,True
24-36mo,1,be,turtleneck,1.0,0.0,True,True
24-36mo,1,be,tuscan_raider,1.0,0.0,True,True
24-36mo,1,be,tuscon,1.0,0.0,True,True
24-36mo,1,be,tusk,1.0,0.0,True,True
24-36mo,1,be,tutu,3.0,0.0,True,True
24-36mo,1,be,tv,18.0,0.0,True,True
24-36mo,1,be,tv_program,1.0,0.0,True,True
24-36mo,1,be,tvp,1.0,0.0,True,True
24-36mo,1,be,twee,1.0,0.0,True,True
24-36mo,1,be,tweenie,2.0,0.0,True,True
24-36mo,1,be,tweenies,5.0,0.0,True,True
24-36mo,1,be,tweenies'll,1.0,0.0,True,True
24-36mo,1,be,tweenys,1.0,0.0,True,True
24-36mo,1,be,twelve,3.0,0.0,True,True
24-36mo,1,be,twice,1.0,0.0,True,True
24-36mo,1,be,twin,19.0,1.0,True,True
24-36mo,1,be,twine,2.0,0.0,True,True
24-36mo,1,be,two,113.0,48.0,True,True
24-36mo,1,be,two_tone,1.0,0.0,True,True
24-36mo,1,be,twww,21.0,0.0,True,True
24-36mo,1,be,tyke_bike,1.0,0.0,True,True
24-36mo,1,be,type,10.0,1.0,True,True
24-36mo,1,be,typol,1.0,0.0,True,True
24-36mo,1,be,tyrannadon,3.0,0.0,True,True
24-36mo,1,be,tyrannosaurus,1.0,0.0,True,True
24-36mo,1,be,tyrannosaurus_rex,2.0,0.0,True,True
24-36mo,1,be,tyrannosauruses,1.0,0.0,True,True
24-36mo,1,be,tyre,3.0,0.0,True,True
24-36mo,1,be,télen,1.0,0.0,True,True
24-36mo,1,be,többet,1.0,0.0,True,True
24-36mo,1,be,töpfchen_besuch,1.0,0.0,True,True
24-36mo,1,be,u,12.0,0.0,True,True
24-36mo,1,be,u_bahnen,1.0,0.0,True,True
24-36mo,1,be,u_two,1.0,0.0,True,True
24-36mo,1,be,uba,0.0,1.0,True,True
24-36mo,1,be,udder,3.0,0.0,True,True
24-36mo,1,be,uhhuh,12.0,2.0,True,True
24-36mo,1,be,uhhum,1.0,0.0,True,True
24-36mo,1,be,uhn,45.0,0.0,True,True
24-36mo,1,be,uhoh,28.0,0.0,True,True
24-36mo,1,be,uhthese,1.0,0.0,True,True
24-36mo,1,be,ukkari,1.0,0.0,True,True
24-36mo,1,be,umbr,1.0,0.0,True,True
24-36mo,1,be,umbrella,18.0,2.0,True,True
24-36mo,1,be,un,2.0,0.0,True,True
24-36mo,1,be,uncle,6.0,5.0,True,True
24-36mo,1,be,uncle_andrew,1.0,0.0,True,True
24-36mo,1,be,uncle_brian,1.0,0.0,True,True
24-36mo,1,be,uncle_david,1.0,0.0,True,True
24-36mo,1,be,uncle_mwww,1.0,0.0,True,True
24-36mo,1,be,uncle_paul,1.0,0.0,True,True
24-36mo,1,be,uncle_peter,1.0,0.0,True,True
24-36mo,1,be,uncle_ryan,2.0,0.0,True,True
24-36mo,1,be,uncle_scott,1.0,0.0,True,True
24-36mo,1,be,uncle_swww,1.0,0.0,True,True
24-36mo,1,be,uncle_tommy,1.0,0.0,True,True
24-36mo,1,be,uncle_www,1.0,0.0,True,True
24-36mo,1,be,und,417.0,0.0,True,True
24-36mo,1,be,under,1.0,0.0,True,True
24-36mo,1,be,underpant,1.0,0.0,True,True
24-36mo,1,be,underwear,1.0,0.0,True,True
24-36mo,1,be,undie,2.0,1.0,True,True
24-36mo,1,be,ungeheür,1.0,0.0,True,True
24-36mo,1,be,unicorn,5.0,0.0,True,True
24-36mo,1,be,unicycle,1.0,0.0,True,True
24-36mo,1,be,uniform,2.0,0.0,True,True
24-36mo,1,be,uninteressantes,1.0,0.0,True,True
24-36mo,1,be,uns,1.0,0.0,True,True
24-36mo,1,be,unsere,2.0,0.0,True,True
24-36mo,1,be,unserer,1.0,0.0,True,True
24-36mo,1,be,unten,1.0,0.0,True,True
24-36mo,1,be,unter,1.0,0.0,True,True
24-36mo,1,be,untersuchen,1.0,0.0,True,True
24-36mo,1,be,unzip,1.0,0.0,True,True
24-36mo,1,be,up,1.0,0.0,True,True
24-36mo,1,be,upp,1.0,0.0,True,True
24-36mo,1,be,upps,2.0,0.0,True,True
24-36mo,1,be,upset,3.0,0.0,True,True
24-36mo,1,be,upside,2.0,0.0,True,True
24-36mo,1,be,upside+down,1.0,0.0,True,True
24-36mo,1,be,upsidedown,1.0,0.0,True,True
24-36mo,1,be,upstairs,6.0,0.0,True,True
24-36mo,1,be,uranus,1.0,0.0,True,True
24-36mo,1,be,ursula,2.0,0.0,True,True
24-36mo,1,be,us,49.0,0.0,True,True
24-36mo,1,be,use,22.0,0.0,True,True
24-36mo,1,be,useta,52.0,0.0,True,True
24-36mo,1,be,usher,6.0,0.0,True,True
24-36mo,1,be,ut,1.0,0.0,True,True
24-36mo,1,be,utah,2.0,0.0,True,True
24-36mo,1,be,utensil,1.0,0.0,True,True
24-36mo,1,be,uwww,1.0,0.0,True,True
24-36mo,1,be,v,10.0,0.0,True,True
24-36mo,1,be,va,2.0,0.0,True,True
24-36mo,1,be,vaavaa,1.0,0.0,True,True
24-36mo,1,be,vacation,4.0,0.0,True,True
24-36mo,1,be,vacuum,4.0,2.0,True,True
24-36mo,1,be,vacuuming,1.0,0.0,True,True
24-36mo,1,be,vagy,1.0,0.0,True,True
24-36mo,1,be,valentine,2.0,0.0,True,True
24-36mo,1,be,valley,1.0,0.0,True,True
24-36mo,1,be,value,1.0,0.0,True,True
24-36mo,1,be,valve,1.0,0.0,True,True
24-36mo,1,be,van,32.0,2.0,True,True
24-36mo,1,be,vandaag,1.0,0.0,True,True
24-36mo,1,be,vanilla,2.0,0.0,True,True
24-36mo,1,be,variety,1.0,0.0,True,True
24-36mo,1,be,varnish,3.0,0.0,True,True
24-36mo,1,be,vas,1.0,0.0,True,True
24-36mo,1,be,vase,4.0,0.0,True,True
24-36mo,1,be,vater,1.0,0.0,True,True
24-36mo,1,be,veena,1.0,0.0,True,True
24-36mo,1,be,vegetable,19.0,0.0,True,True
24-36mo,1,be,vegetarianism,0.0,2.0,True,True
24-36mo,1,be,vegeterian,1.0,0.0,True,True
24-36mo,1,be,veggie,1.0,0.0,True,True
24-36mo,1,be,vehicle,15.0,2.0,True,True
24-36mo,1,be,velcro,2.0,1.0,True,True
24-36mo,1,be,venus,1.0,0.0,True,True
24-36mo,1,be,verfaulen,1.0,0.0,True,True
24-36mo,1,be,vermont,1.0,0.0,True,True
24-36mo,1,be,verraten,1.0,0.0,True,True
24-36mo,1,be,verschiedene,1.0,0.0,True,True
24-36mo,1,be,verse,2.0,0.0,True,True
24-36mo,1,be,verstanden,1.0,0.0,True,True
24-36mo,1,be,vest,13.0,0.0,True,True
24-36mo,1,be,vet,5.0,0.0,True,True
24-36mo,1,be,veterinarian,2.0,0.0,True,True
24-36mo,1,be,vicar,2.0,0.0,True,True
24-36mo,1,be,vick,2.0,0.0,True,True
24-36mo,1,be,vickes,1.0,0.0,True,True
24-36mo,1,be,video,12.0,0.0,True,True
24-36mo,1,be,viele,2.0,0.0,True,True
24-36mo,1,be,vielleicht,2.0,0.0,True,True
24-36mo,1,be,view,2.0,0.0,True,True
24-36mo,1,be,vigyázz,1.0,0.0,True,True
24-36mo,1,be,vik,3.0,0.0,True,True
24-36mo,1,be,villa,2.0,0.0,True,True
24-36mo,1,be,village,6.0,0.0,True,True
24-36mo,1,be,vim,1.0,0.0,True,True
24-36mo,1,be,vinnie,1.0,0.0,True,True
24-36mo,1,be,violet,4.0,0.0,True,True
24-36mo,1,be,violin,2.0,0.0,True,True
24-36mo,1,be,visszem,1.0,0.0,True,True
24-36mo,1,be,vitamin,1.0,0.0,True,True
24-36mo,1,be,vitka,1.0,0.0,True,True
24-36mo,1,be,vivien,1.0,0.0,True,True
24-36mo,1,be,vocabulary,1.0,0.0,True,True
24-36mo,1,be,vogel_strauß,2.0,0.0,True,True
24-36mo,1,be,voice,8.0,0.0,True,True
24-36mo,1,be,volcano,1.0,1.0,True,True
24-36mo,1,be,volkswagen,1.0,0.0,True,True
24-36mo,1,be,volt,2.0,0.0,True,True
24-36mo,1,be,volume,3.0,1.0,True,True
24-36mo,1,be,volvo,1.0,1.0,True,True
24-36mo,1,be,vomit,1.0,0.0,True,True
24-36mo,1,be,von,2.0,0.0,True,True
24-36mo,1,be,vonattal,1.0,0.0,True,True
24-36mo,1,be,voom,2.0,1.0,True,True
24-36mo,1,be,vor,1.0,0.0,True,True
24-36mo,1,be,vorbei,1.0,0.0,True,True
24-36mo,1,be,vujcho,1.0,0.0,True,True
24-36mo,1,be,w,22.0,1.0,True,True
24-36mo,1,be,wa,4.0,0.0,True,True
24-36mo,1,be,waar,18.0,0.0,True,True
24-36mo,1,be,waarom,1.0,0.0,True,True
24-36mo,1,be,waarvoor,2.0,0.0,True,True
24-36mo,1,be,wabash_cannonball,1.0,0.0,True,True
24-36mo,1,be,waffle,6.0,3.0,True,True
24-36mo,1,be,wagon,14.0,3.0,True,True
24-36mo,1,be,wah,1.0,0.0,True,True
24-36mo,1,be,waistcoat,1.0,0.0,True,True
24-36mo,1,be,wait,2.0,0.0,True,True
24-36mo,1,be,waitress,0.0,2.0,True,True
24-36mo,1,be,waldo,2.0,0.0,True,True
24-36mo,1,be,walk,1.0,0.0,True,True
24-36mo,1,be,wall,15.0,2.0,True,True
24-36mo,1,be,wallaby,1.0,0.0,True,True
24-36mo,1,be,wallet,1.0,0.0,True,True
24-36mo,1,be,wallpaper,1.0,0.0,True,True
24-36mo,1,be,walrus,2.0,0.0,True,True
24-36mo,1,be,walt,1.0,0.0,True,True
24-36mo,1,be,wand,1.0,0.0,True,True
24-36mo,1,be,wanna,24.0,0.0,True,True
24-36mo,1,be,war,7.0,0.0,True,True
24-36mo,1,be,wardrobe,1.0,0.0,True,True
24-36mo,1,be,waren,1.0,0.0,True,True
24-36mo,1,be,warm,3.0,1.0,True,True
24-36mo,1,be,warren,14.0,0.0,True,True
24-36mo,1,be,warren'd,1.0,0.0,True,True
24-36mo,1,be,warum,1.0,0.0,True,True
24-36mo,1,be,waschbär,1.0,0.0,True,True
24-36mo,1,be,wash,5.0,0.0,True,True
24-36mo,1,be,washcloth,0.0,10.0,True,True
24-36mo,1,be,washclothe,0.0,1.0,True,True
24-36mo,1,be,washer,5.0,0.0,True,True
24-36mo,1,be,washing,9.0,0.0,True,True
24-36mo,1,be,washing+machine,1.0,0.0,True,True
24-36mo,1,be,washrag,0.0,1.0,True,True
24-36mo,1,be,wasp,6.0,0.0,True,True
24-36mo,1,be,wasser,2.0,0.0,True,True
24-36mo,1,be,wat,48.0,0.0,True,True
24-36mo,1,be,watch,10.0,2.0,True,True
24-36mo,1,be,watching,1.0,0.0,True,True
24-36mo,1,be,water,148.0,40.0,True,True
24-36mo,1,be,water'll,1.0,0.0,True,True
24-36mo,1,be,water+bed,1.0,0.0,True,True
24-36mo,1,be,water+melon,4.0,0.0,True,True
24-36mo,1,be,water+wheel,1.0,0.0,True,True
24-36mo,1,be,waterbed,0.0,1.0,True,True
24-36mo,1,be,waterfall,1.0,0.0,True,True
24-36mo,1,be,watering,4.0,0.0,True,True
24-36mo,1,be,watermelon,3.0,0.0,True,True
24-36mo,1,be,waterment,1.0,0.0,True,True
24-36mo,1,be,wave,9.0,0.0,True,True
24-36mo,1,be,wax,1.0,0.0,True,True
24-36mo,1,be,way,52.0,14.0,True,True
24-36mo,1,be,we,5647.0,96.0,True,True
24-36mo,1,be,wear,2.0,0.0,True,True
24-36mo,1,be,weather,54.0,0.0,True,True
24-36mo,1,be,web,1.0,0.0,True,True
24-36mo,1,be,webs,1.0,0.0,True,True
24-36mo,1,be,website,1.0,0.0,True,True
24-36mo,1,be,wedding,4.0,0.0,True,True
24-36mo,1,be,wednesday,3.0,0.0,True,True
24-36mo,1,be,wee,2.0,0.0,True,True
24-36mo,1,be,wee_wee,1.0,0.0,True,True
24-36mo,1,be,weed,1.0,0.0,True,True
24-36mo,1,be,week,7.0,0.0,True,True
24-36mo,1,be,weekend,3.0,0.0,True,True
24-36mo,1,be,wehgetan,1.0,0.0,True,True
24-36mo,1,be,wei,1.0,0.0,True,True
24-36mo,1,be,weide,1.0,0.0,True,True
24-36mo,1,be,weight,4.0,0.0,True,True
24-36mo,1,be,weihnachten,1.0,0.0,True,True
24-36mo,1,be,weihnachtliche,1.0,0.0,True,True
24-36mo,1,be,weil,1.0,0.0,True,True
24-36mo,1,be,weis,1.0,0.0,True,True
24-36mo,1,be,weiß,2.0,0.0,True,True
24-36mo,1,be,weißt,9.0,0.0,True,True
24-36mo,1,be,weißte,4.0,0.0,True,True
24-36mo,1,be,wel,2.0,0.0,True,True
24-36mo,1,be,welche,1.0,0.0,True,True
24-36mo,1,be,welcher,1.0,0.0,True,True
24-36mo,1,be,well,1.0,0.0,True,True
24-36mo,1,be,wellie,3.0,0.0,True,True
24-36mo,1,be,wellington,3.0,0.0,True,True
24-36mo,1,be,welly,1.0,0.0,True,True
24-36mo,1,be,welyn,7.0,0.0,True,True
24-36mo,1,be,wendoline,1.0,0.0,True,True
24-36mo,1,be,wendy,5.0,0.0,True,True
24-36mo,1,be,wendy'll,1.0,0.0,True,True
24-36mo,1,be,werden,4.0,0.0,True,True
24-36mo,1,be,wes,1.0,0.0,True,True
24-36mo,1,be,wet,12.0,0.0,True,True
24-36mo,1,be,wettbewerb,1.0,0.0,True,True
24-36mo,1,be,wh,1.0,0.0,True,True
24-36mo,1,be,whada,1.0,0.0,True,True
24-36mo,1,be,whale,31.0,0.0,True,True
24-36mo,1,be,what,16592.0,41.0,True,True
24-36mo,1,be,what_the_heck,1.0,0.0,True,True
24-36mo,1,be,whatever,18.0,0.0,True,True
24-36mo,1,be,whe,1.0,0.0,True,True
24-36mo,1,be,wheat,2.0,0.0,True,True
24-36mo,1,be,wheel,161.0,12.0,True,True
24-36mo,1,be,wheelbarrow,3.0,0.0,True,True
24-36mo,1,be,wheeshoo,1.0,0.0,True,True
24-36mo,1,be,wheezy,1.0,0.0,True,True
24-36mo,1,be,where,156.0,0.0,True,True
24-36mo,1,be,whereabout,3.0,0.0,True,True
24-36mo,1,be,whereabouts,5.0,0.0,True,True
24-36mo,1,be,which,637.0,2.0,True,True
24-36mo,1,be,whichever,2.0,0.0,True,True
24-36mo,1,be,whimper,1.0,0.0,True,True
24-36mo,1,be,whingebag,1.0,0.0,True,True
24-36mo,1,be,whining,1.0,0.0,True,True
24-36mo,1,be,whir,1.0,0.0,True,True
24-36mo,1,be,whisk,2.0,0.0,True,True
24-36mo,1,be,whiskas,1.0,0.0,True,True
24-36mo,1,be,whisker,12.0,0.0,True,True
24-36mo,1,be,whisky,1.0,0.0,True,True
24-36mo,1,be,whispering,2.0,0.0,True,True
24-36mo,1,be,whistle,13.0,0.0,True,True
24-36mo,1,be,white,14.0,3.0,True,True
24-36mo,1,be,whiteabbey,1.0,0.0,True,True
24-36mo,1,be,who,9061.0,33.0,True,True
24-36mo,1,be,whoa,2.0,0.0,True,True
24-36mo,1,be,whoever,4.0,0.0,True,True
24-36mo,1,be,whole,1.0,0.0,True,True
24-36mo,1,be,whom,2.0,0.0,True,True
24-36mo,1,be,whoop,8.0,0.0,True,True
24-36mo,1,be,whoopie,0.0,1.0,True,True
24-36mo,1,be,whoopsie,1.0,0.0,True,True
24-36mo,1,be,whose,140.0,0.0,True,True
24-36mo,1,be,why,1.0,0.0,True,True
24-36mo,1,be,why_bird,1.0,0.0,True,True
24-36mo,1,be,wibbly_pig,1.0,0.0,True,True
24-36mo,1,be,wick,1.0,0.0,True,True
24-36mo,1,be,wie,11.0,0.0,True,True
24-36mo,1,be,wieder,8.0,0.0,True,True
24-36mo,1,be,wieltje,1.0,0.0,True,True
24-36mo,1,be,wife,7.0,3.0,True,True
24-36mo,1,be,wiggle,1.0,0.0,True,True
24-36mo,1,be,wiggles,1.0,0.0,True,True
24-36mo,1,be,wilbur,1.0,0.0,True,True
24-36mo,1,be,will,6.0,0.0,True,True
24-36mo,1,be,william,37.0,0.0,True,True
24-36mo,1,be,willie,1.0,0.0,True,True
24-36mo,1,be,willst,1.0,0.0,True,True
24-36mo,1,be,willy_willy,1.0,0.0,True,True
24-36mo,1,be,wilma,1.0,0.0,True,True
24-36mo,1,be,wilson,1.0,0.0,True,True
24-36mo,1,be,wind,13.0,2.0,True,True
24-36mo,1,be,windmill,0.0,1.0,True,True
24-36mo,1,be,window,56.0,16.0,True,True
24-36mo,1,be,windy,2.0,0.0,True,True
24-36mo,1,be,wine,2.0,0.0,True,True
24-36mo,1,be,wing,14.0,2.0,True,True
24-36mo,1,be,winky,3.0,0.0,True,True
24-36mo,1,be,winner,2.0,0.0,True,True
24-36mo,1,be,winnie,11.0,2.0,True,True
24-36mo,1,be,winnie_pooh,4.0,0.0,True,True
24-36mo,1,be,winnie_the_pooh,25.0,0.0,True,True
24-36mo,1,be,winniethepooh,0.0,1.0,True,True
24-36mo,1,be,winter,7.0,0.0,True,True
