age_group,alpha,mse,n_utterances,n_pairs,n_unique_subjects,n_unique_verbs,status,scope,collection,annotation_scheme
0-12mo,1.4899999999999993,1.9663461133438723e-07,68282,25663,591,619,ok,eng_na,Eng-NA,spaCy: CHAT text
12-24mo,1.4299999999999995,7.759489583331426e-07,204262,80432,1298,1008,ok,eng_na,Eng-NA,spaCy: CHAT text
24-36mo,1.4099999999999995,1.4649841951042197e-06,266001,139123,1964,1204,ok,eng_na,Eng-NA,spaCy: CHAT text
36-48mo,1.4099999999999995,1.9913072331997822e-06,162502,88479,1680,1081,ok,eng_na,Eng-NA,spaCy: CHAT text
48-60mo,1.4099999999999995,5.218716742435468e-06,199456,109065,2044,1394,ok,eng_na,Eng-NA,spaCy: CHAT text
60-72mo,1.4299999999999995,4.740049244617641e-06,42416,22929,690,653,ok,eng_na,Eng-NA,spaCy: CHAT text
72-84mo,1.2699999999999996,1.281860762347265e-05,7639,4242,173,288,ok,eng_na,Eng-NA,spaCy: CHAT text
84-96mo,1.3599999999999994,1.96893861966568e-05,18841,8485,347,460,ok,eng_na,Eng-NA,spaCy: CHAT text
