rank,verb,frequency
1,go,649
2,do,611
3,know,584
4,have,478
5,get,427
6,want,340
7,say,327
8,wanna,326
9,think,303
10,eat,204
11,write,199
12,see,189
13,like,176
14,make,131
15,come,128
16,tell,126
17,put,121
18,mean,113
19,look,109
20,read,103
21,take,87
22,need,80
23,give,67
24,ask,56
25,start,56
26,spell,56
27,try,53
28,help,50
29,love,49
30,sit,49
31,talk,44
32,feel,43
33,remember,43
34,miss,42
35,happen,42
36,use,42
37,hear,41
38,work,40
39,bring,39
40,call,39
41,sound,36
42,play,35
43,guess,35
44,hafta,34
45,leave,33
46,can,31
47,cut,28
48,finish,26
49,find,25
50,move,25
51,pick,24
52,keep,24
53,stop,23
54,let,23
55,forget,22
56,live,22
57,walk,21
58,learn,20
59,watch,18
60,stay,18
61,buy,18
62,wait,17
63,hold,17
64,send,17
65,open,17
66,become,16
67,needta,16
68,sing,16
69,turn,15
70,win,15
71,will,14
72,bet,14
73,useta,14
74,hadta,14
75,believe,14
76,understand,13
77,fix,13
78,show,13
79,forgot,13
80,taste,12
81,sleep,12
82,m,11
83,s,11
84,figure,11
85,drink,11
86,bother,11
87,hope,10
88,sign,10
89,throw,10
90,tap,10
91,fall,9
92,end,9
93,pay,9
94,cook,9
95,catch,8
96,fit,8
97,teach,8
98,listen,8
99,save,8
100,act,8
