rank,verb,frequency
1,go,10156
2,do,7362
3,have,6284
4,know,6163
5,get,5296
6,say,3995
7,think,3832
8,see,3757
9,want,3412
10,like,2501
11,wanna,2423
12,come,2395
13,eat,2198
14,make,1998
15,put,1838
16,look,1836
17,take,1605
18,tell,1484
19,hear,1135
20,happen,1115
21,play,1013
22,mean,987
23,give,955
24,need,825
25,talk,816
26,find,689
27,remember,673
28,try,663
29,sit,595
30,can,527
31,start,508
32,ask,495
33,call,494
34,use,478
35,read,473
36,leave,446
37,run,433
38,fall,429
39,bring,410
40,feel,406
41,work,401
42,finish,398
43,let,378
44,turn,372
45,stay,369
46,guess,362
47,walk,344
48,buy,343
49,will,335
50,keep,328
51,help,324
52,love,319
53,watch,319
54,pick,307
55,show,296
56,wait,281
57,hold,269
58,fly,264
59,stop,260
60,wear,243
61,write,237
62,hafta,236
63,forget,235
64,hurt,227
65,break,221
66,move,221
67,listen,219
68,cut,212
69,live,212
70,build,212
71,throw,209
72,drink,184
73,grow,181
74,jump,181
75,sound,176
76,understand,175
77,catch,175
78,open,174
79,win,172
80,sing,168
81,taste,166
82,fix,166
83,lose,163
84,sleep,157
85,miss,155
86,laugh,155
87,hit,155
88,pull,149
89,bet,146
90,would,145
91,could,143
92,wash,143
93,cry,142
94,hadta,141
95,learn,140
96,wonder,140
97,stand,137
98,needta,136
99,hope,134
100,useta,130
