rank,verb,frequency
1,go,4039
2,get,2036
3,do,1737
4,see,1358
5,have,1127
6,wanna,1057
7,know,908
8,want,774
9,say,738
10,think,716
11,put,663
12,like,612
13,come,458
14,play,397
15,look,370
16,try,295
17,take,264
18,make,261
19,need,252
20,hear,206
21,eat,205
22,give,169
23,find,161
24,fall,152
25,love,143
26,sit,141
27,help,126
28,throw,125
29,turn,123
30,read,123
31,feel,117
32,tell,112
33,needta,107
34,wash,99
35,let,99
36,talk,95
37,can,94
38,hold,92
39,stand,89
40,walk,88
41,hurt,80
42,mean,76
43,open,74
44,drop,71
45,pull,68
46,leave,67
47,watch,67
48,work,67
49,wave,63
50,run,62
51,sing,62
52,keep,61
53,chew,61
54,clean,60
55,roll,58
56,wear,56
57,move,55
58,guess,55
59,bring,54
60,change,54
61,stay,51
62,start,49
63,crawl,49
64,shake,48
65,reach,45
66,use,44
67,push,44
68,close,44
69,knock,43
70,show,43
71,taste,43
72,clap,42
73,call,42
74,hide,40
75,smell,40
76,pick,39
77,bite,36
78,stop,36
79,hafta,35
80,build,35
81,sound,34
82,bless,34
83,touch,34
84,check,33
85,happen,32
86,forget,32
87,hope,32
88,fix,32
89,finish,32
90,remember,32
91,laugh,32
92,fly,31
93,bang,30
94,learn,30
95,kiss,30
96,hit,29
97,drink,29
98,dry,29
99,feed,29
100,wait,29
