rank,verb,frequency
1,do,418
2,think,371
3,know,317
4,go,269
5,have,181
6,get,147
7,look,129
8,like,124
9,see,115
10,play,115
11,say,100
12,want,90
13,wanna,85
14,make,72
15,take,63
16,tell,59
17,can,54
18,read,54
19,eat,47
20,happen,44
21,come,36
22,fix,31
23,drive,31
24,knit,30
25,pick,29
26,sew,28
27,catch,25
28,paint,25
29,help,24
30,feed,24
31,try,23
32,deliver,23
33,write,23
34,put,22
35,learn,22
36,use,21
37,could,21
38,useta,20
39,talk,19
40,need,19
41,give,19
42,show,17
43,ask,17
44,win,17
45,wear,16
46,hold,15
47,find,15
48,remember,15
49,chop,15
50,mean,14
51,turn,14
52,stick,14
53,hafta,13
54,hear,13
55,call,13
56,sit,13
57,start,12
58,bet,12
59,needta,12
60,remind,12
61,feel,12
62,guess,12
63,love,11
64,fall,10
65,finish,10
66,pour,10
67,let,10
68,live,10
69,bring,9
70,dust,8
71,buy,8
72,work,8
73,sleep,7
74,matter,7
75,run,7
76,cut,7
77,drink,7
78,taste,7
79,sound,6
80,will,6
81,exercise,6
82,throw,6
83,walk,6
84,draw,6
85,leave,6
86,open,6
87,stay,5
88,break,5
89,wish,5
90,move,5
91,seem,5
92,knock,5
93,ride,5
94,jump,5
95,dance,5
96,would,5
97,keep,5
98,wonder,5
99,fly,5
100,push,5
