rank,verb,frequency
1,go,10520
2,do,5598
3,want,4201
4,get,4040
5,have,3579
6,wanna,3529
7,see,3498
8,say,3136
9,put,3028
10,know,2582
11,like,2016
12,think,1867
13,come,1272
14,look,1255
15,play,1150
16,make,1055
17,take,1006
18,eat,834
19,sit,677
20,find,650
21,turn,630
22,read,591
23,need,581
24,try,558
25,give,546
26,tell,454
27,open,453
28,hear,448
29,fall,447
30,throw,419
31,talk,367
32,love,341
33,help,340
34,happen,329
35,hold,317
36,push,299
37,fit,261
38,feel,260
39,fix,259
40,show,258
41,mean,248
42,draw,244
43,pick,237
44,leave,235
45,bring,234
46,walk,232
47,can,229
48,stay,225
49,call,220
50,pull,217
51,close,215
52,work,213
53,move,211
54,drink,206
55,let,206
56,sing,205
57,remember,202
58,use,198
59,build,197
60,hurt,195
61,s,194
62,cry,194
63,needta,190
64,keep,182
65,write,169
66,stand,165
67,wear,163
68,run,160
69,touch,158
70,sleep,156
71,stop,153
72,smell,151
73,break,151
74,roll,140
75,wash,137
76,blow,130
77,finish,129
78,guess,125
79,jump,125
80,rid,121
81,will,120
82,miss,119
83,catch,113
84,drop,108
85,sound,107
86,brush,106
87,hafta,106
88,ride,106
89,start,102
90,bite,102
91,feed,100
92,bet,99
93,change,99
94,hide,98
95,wipe,98
96,dance,97
97,live,97
98,climb,95
99,bounce,93
100,watch,91
