rank,verb,frequency
1,go,944
2,do,776
3,have,679
4,get,609
5,know,607
6,think,579
7,be,444
8,want,411
9,say,332
10,see,313
11,look,292
12,make,281
13,come,250
14,like,231
15,put,183
16,take,155
17,tell,136
18,give,124
19,mean,119
20,need,99
21,happen,81
22,write,78
23,play,77
24,hear,70
25,can,69
26,guess,66
27,talk,64
28,spell,64
29,call,61
30,find,55
31,eat,55
32,use,54
33,start,50
34,bring,46
35,leave,45
36,try,44
37,let,43
38,forget,43
39,draw,42
40,show,40
41,stay,39
42,keep,39
43,turn,37
44,remember,37
45,live,36
46,buy,36
47,work,36
48,cut,36
49,ask,36
50,break,34
51,lose,34
52,wear,32
53,learn,28
54,sit,28
55,hold,27
56,win,26
57,understand,25
58,feel,25
59,walk,25
60,bet,25
61,hurt,23
62,miss,23
63,grow,22
64,run,21
65,hit,21
66,love,21
67,fix,20
68,push,19
69,open,19
70,fly,19
71,stick,19
72,watch,18
73,stop,18
74,finish,18
75,sleep,18
76,drive,17
77,pull,17
78,help,17
79,read,17
80,fall,17
81,drink,17
82,color,17
83,teach,17
84,throw,16
85,move,16
86,cry,16
87,count,15
88,change,15
89,wash,14
90,catch,14
91,fold,14
92,touch,14
93,will,14
94,pick,14
95,knock,13
96,fight,13
97,would,13
98,blow,13
99,mind,12
100,dry,12
