rank,verb,frequency
1,go,374
2,have,325
3,do,306
4,be,220
5,want,199
6,put,171
7,get,137
8,see,99
9,like,88
10,think,82
11,know,81
12,read,78
13,say,63
14,eat,62
15,sit,59
16,write,50
17,come,42
18,give,40
19,drink,40
20,bring,36
21,take,33
22,make,32
23,look,31
24,play,31
25,fix,30
26,find,28
27,hold,22
28,need,21
29,crack,21
30,move,19
31,spill,19
32,break,18
33,fall,15
34,drop,15
35,tell,15
36,change,14
37,turn,14
38,show,14
39,jump,14
40,forget,13
41,happen,13
42,belong,12
43,stay,12
44,push,12
45,wipe,11
46,help,11
47,use,11
48,open,11
49,bite,11
50,leave,10
51,climb,10
52,draw,10
53,chirp,10
54,bob,10
55,lay,9
56,hurt,9
57,mean,9
58,finish,9
59,run,9
60,pull,9
61,buy,9
62,swim,8
63,hear,8
64,cry,8
65,throw,8
66,cut,8
67,watch,8
68,ask,7
69,would,7
70,stir,7
71,dance,7
72,stand,7
73,sing,7
74,wear,7
75,work,7
76,keep,6
77,touch,6
78,sleep,6
79,build,6
80,taste,5
81,swing,5
82,catch,5
83,carry,5
84,bang,5
85,sound,5
86,can,5
87,peel,5
88,tie,5
89,melt,5
90,pee,5
91,wash,4
92,wait,4
93,try,4
94,wake,4
95,call,3
96,hit,3
97,shut,3
98,understand,3
99,bet,3
100,lose,3
