rank,verb,frequency
1,go,92
2,think,90
3,have,63
4,know,62
5,say,56
6,do,54
7,like,50
8,get,48
9,want,40
10,make,35
11,be,34
12,see,25
13,tell,23
14,happen,23
15,ask,21
16,play,20
17,come,19
18,take,19
19,put,18
20,look,18
21,start,17
22,give,15
23,mean,14
24,work,14
25,try,12
26,need,12
27,hear,10
28,bring,9
29,sit,8
30,eat,8
31,use,8
32,write,7
33,will,7
34,buy,7
35,fall,6
36,guess,6
37,win,6
38,keep,5
39,wear,5
40,turn,5
41,love,5
42,stay,4
43,throw,4
44,finish,4
45,can,4
46,find,4
47,balance,4
48,remember,4
49,chase,4
50,knock,4
51,learn,3
52,wonder,3
53,light,3
54,drop,3
55,bet,3
56,draw,3
57,understand,3
58,let,3
59,break,3
60,run,3
61,answer,3
62,lose,3
63,sound,3
64,hurt,3
65,fit,3
66,read,3
67,rise,3
68,grow,3
69,belong,3
70,live,2
71,sharp,2
72,show,2
73,roll,2
74,cry,2
75,cost,2
76,blow,2
77,talk,2
78,crack,2
79,hold,2
80,add,2
81,call,2
82,thank,2
83,present,2
84,leave,2
85,drive,2
86,hafta,2
87,hit,2
88,save,2
89,hope,2
90,remind,2
91,sleep,2
92,push,2
93,should,2
94,sing,1
95,open,1
96,straighten,1
97,close,1
98,mix,1
99,wash,1
100,enjoy,1
