rank,verb,frequency
1,be,16741
2,do,4806
3,go,4161
4,have,2994
5,think,2878
6,know,2556
7,want,2501
8,get,2175
9,say,1958
10,see,1769
11,like,1573
12,tell,877
13,make,824
14,put,674
15,look,663
16,happen,620
17,play,567
18,come,539
19,mean,446
20,take,419
21,eat,419
22,remember,397
23,start,382
24,need,364
25,call,284
26,read,254
27,use,246
28,give,216
29,help,215
30,try,209
31,find,202
32,hit,202
33,can,193
34,talk,187
35,hear,174
36,wear,164
37,sound,149
38,fall,138
39,ask,138
40,live,136
41,love,133
42,show,131
43,move,129
44,work,129
45,sit,122
46,bring,120
47,turn,112
48,watch,110
49,guess,110
50,bet,107
51,feel,104
52,paint,103
53,fix,101
54,pick,100
55,learn,100
56,finish,92
57,forget,92
58,keep,91
59,will,90
60,jump,89
61,walk,88
62,drive,85
63,win,85
64,let,84
65,hold,83
66,write,83
67,understand,80
68,grow,80
69,color,80
70,run,78
71,wash,78
72,feed,74
73,brush,74
74,draw,72
75,share,69
76,press,68
77,stay,66
78,build,66
79,lose,65
80,dress,65
81,hurt,63
82,miss,59
83,skip,59
84,leave,58
85,break,57
86,open,56
87,cut,56
88,sleep,55
89,buy,55
90,push,55
91,fly,55
92,pretend,55
93,teach,51
94,wait,50
95,wonder,50
96,stand,50
97,could,50
98,haft,50
99,throw,48
100,would,47
