rank,verb,frequency
1,be,33417
2,go,8681
3,do,7544
4,have,5751
5,get,4945
6,know,4705
7,think,4491
8,want,4469
9,like,3091
10,say,2757
11,see,2712
12,look,1728
13,make,1726
14,tell,1689
15,eat,1603
16,put,1493
17,come,1282
18,play,1256
19,happen,1129
20,take,893
21,need,784
22,find,623
23,remember,601
24,start,558
25,give,535
26,use,514
27,read,487
28,mean,472
29,sound,453
30,call,451
31,live,440
32,try,386
33,sit,371
34,hear,361
35,talk,356
36,can,339
37,fall,319
38,work,317
39,stick,305
40,help,297
41,keep,270
42,turn,269
43,show,266
44,run,260
45,feel,256
46,bet,254
47,hit,245
48,stay,242
49,fly,235
50,bring,233
51,ask,233
52,walk,226
53,watch,225
54,guess,222
55,love,218
56,move,217
57,open,206
58,pick,206
59,hold,197
60,wear,196
61,jump,192
62,drink,191
63,leave,185
64,finish,184
65,let,179
66,wonder,167
67,drive,165
68,learn,161
69,build,155
70,forget,153
71,grow,150
72,hurt,145
73,ride,144
74,will,143
75,pull,138
76,buy,131
77,fit,130
78,stand,127
79,wash,124
80,would,119
81,stop,119
82,wait,116
83,pretend,115
84,push,110
85,roll,109
86,lose,108
87,win,108
88,sleep,106
89,cut,106
90,paint,106
91,miss,104
92,wave,103
93,touch,102
94,end,101
95,break,100
96,lay,100
97,could,99
98,hope,94
99,catch,94
100,climb,92
