rank,verb,frequency
1,be,14239
2,go,3846
3,do,3602
4,have,2688
5,want,2636
6,think,2274
7,know,2118
8,get,1893
9,say,1487
10,like,1313
11,see,1265
12,tell,650
13,make,594
14,put,584
15,eat,549
16,look,515
17,play,491
18,come,437
19,read,359
20,mean,351
21,start,332
22,take,297
23,write,290
24,remember,288
25,happen,278
26,need,262
27,hit,235
28,give,220
29,try,203
30,can,202
31,use,185
32,help,182
33,call,181
34,talk,174
35,hear,165
36,work,145
37,sound,144
38,love,144
39,move,142
40,ask,141
41,find,135
42,live,130
43,show,119
44,guess,119
45,sit,113
46,wear,110
47,feel,109
48,bring,100
49,run,100
50,finish,99
51,pick,96
52,keep,94
53,watch,92
54,turn,92
55,forget,88
56,learn,88
57,fall,87
58,let,79
59,walk,76
60,buy,75
61,paint,74
62,hold,74
63,grow,73
64,spell,73
65,leave,69
66,brush,68
67,miss,67
68,win,66
69,wash,66
70,sing,65
71,stand,64
72,understand,63
73,share,63
74,skip,62
75,stop,61
76,wait,58
77,jump,57
78,dress,54
79,bet,52
80,haft,52
81,stay,50
82,hurt,49
83,ride,49
84,would,47
85,will,46
86,build,46
87,press,45
88,draw,44
89,sleep,44
90,pretend,42
91,drink,41
92,teach,40
93,fly,40
94,feed,40
95,listen,38
96,cut,38
97,wonder,34
98,taste,34
99,lose,34
100,pull,34
